first_name,last_name,email,password_hash,phone_number,date_of_birth,time_on_app,user_type,is_active,last_payment_method,reviews,last_ip,last_coordinates,last_device,last_browser,last_os,last_login,last_logout,in_cart,wishlist,last_search,created_date,generated_at,purchase_count,total_spent
Fay,Diwes,faydiwes@yahoo.com,wjoomckPnvsP93dK,0931037033,04/15/1978,106 hours 37 minutes 16 seconds,free-trial,true,paypal,"[""I am very happy with the way that this shaving kit has changed the very way that I live."", ""I am very happy with the way that this facial cleansing brush has changed the very way that I live."", ""Wow this is an amazing sofa covers."", ""I am cannot believe my eyes when I saw this ballet flats. I am very happy with this ballet flats"", ""I am very happy with hand cream""]",15.100.106.80,"LAT: -34, LONG: -76",ios,safari,ios,08/09/2024 11:25:14,09/08/2024 02:53:55,"[""blender"", ""whisk""]","[""measuring spoons"", ""can opener"", ""ceramic cookware"", ""ladle""]",kitchen towels,06/01/2023,2025-07-31 16:57:57,0,0
Bob,Vonsialey,bobvonsialey@yahoo.com,jGHrHI1CsgG52Y76,2039331728,04/01/1954,46 hours 31 minutes 43 seconds,regular,true,credit_card,"[""I am very frustrated with the Customer Service, they kept dropping my calls humidifier filters."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this skirt."", ""Wow I cannot believe this science kits""]",22.251.223.39,"LAT: -30, LONG: -55",android,firefox,android,02/12/2024 20:39:12,03/23/2024 15:56:48,"[""romance novel"", ""children's book"", ""biography"", ""cookbook""]","[""book storage box""]",art book,06/01/2023,2025-07-31 16:57:57,1,191.57
Wes,Ozoe,wesozoe@yahoo.com,HjmIFWH0Fd6bexq1,4716449999,08/03/1979,81 hours 24 minutes 59 seconds,regular,true,stripe,"[""I want to thank you for this pet harness, it has changed my life. I am very happy with this pet harness!"", ""My son bought this monitor stand and he has been telling me how happy he is with this monitor stand!"", ""I am very dissatisfied with this recliner accessories."", ""I love this running shoes.""]",61.213.249.151,"LAT: 47, LONG: 62",windows,safari,windows,10/31/2023 09:19:01,01/21/2022 12:12:20,"[""sofa covers"", ""sofa"", ""gaming chair cushions""]","[""bed"", ""sofa covers"", ""recliner accessories"", ""armchair"", ""desk""]",desk,06/01/2023,2025-07-31 16:57:57,2,11683.77
Wyn,Ianton,wynianton@yahoo.com,zSN9G2o4E5y3x7s2,6948446560,12/14/1962,53 hours 43 minutes 55 seconds,premium,true,paypal,"[""I am very frustrated with the Customer Service, they kept dropping my calls slow cooker parts."", ""I love this blender."", ""I am very frustrated with the Customer Service, they kept dropping my calls robot building kit."", ""I am very frustrated with the Customer Service, they kept dropping my calls biography.""]",140.153.125.227,"LAT: -68, LONG: 161",ios,chrome,ios,07/29/2022 23:13:16,11/10/2023 11:30:29,"[""pet carrier accessories"", ""pet carrier"", ""pet odor eliminator"", ""pet comb""]","[""pet feeding mat""]",pet flea and tick treatment,06/01/2023,2025-07-31 16:57:57,0,0
Hank,Dikaraton,hankdikaraton@hotmail.com,uYwrvAw9dGcqhN5I,2400923288,02/14/1950,40 hours 26 minutes 47 seconds,free-trial,false,stripe,"[""I am very satisfied with this remote control car"", ""Wow I cannot believe this pet dental care kit"", ""I am very frustrated with the Customer Service, they kept dropping my calls coffee machine.""]",171.117.88.197,"LAT: 43, LONG: 172",windows,firefox,windows,04/18/2022 17:14:32,12/29/2023 10:18:50,"[""skateboard"", ""exercise resistance bands""]","[""sports cap"", ""kettlebell set"", ""baseball bat"", ""treadmill""]",rowing machine,06/01/2023,2025-07-31 16:57:57,0,0
Quinn,Zackton,quinnzackton@gmail.com,62cZ3bc9L6oD2pMC,2879873080,08/08/1990,120 hours 29 minutes 34 seconds,regular,true,stripe,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this toy organizers.""]",125.80.211.74,"LAT: 75, LONG: 130",windows,firefox,windows,11/17/2023 21:02:43,12/22/2023 11:23:33,"[""tongs""]","[""food processor"", ""cutting board set""]",spatula,06/01/2023,2025-07-31 16:57:57,1,433.8
Fay,Deviv,faydeviv@gmail.com,PYYfK0S2HiQpYNHG,7734651464,10/31/1966,21 hours 22 minutes 13 seconds,regular,true,stripe,"[""My son bought this and he is very happy with this shaving kit"", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this stand mixer.""]",253.130.0.199,"LAT: 69, LONG: 98",ios,firefox,ios,06/10/2023 20:10:22,03/25/2024 10:18:58,"[""sports headband"", ""tennis racket"", ""yoga mat"", ""yoga blocks""]","[""golf clubs"", ""fitness tracker accessories"", ""kettlebell set"", ""foam roller""]",sports cap,06/01/2023,2025-07-31 16:57:57,0,0
Walt,Diuma,waltdiuma@gmail.com,0eTNWCiimXHHO8pN,7918776096,11/10/1990,75 hours 40 minutes 25 seconds,free-trial,false,stripe,"[""I am very frustrated with the Customer Service, they kept dropping my calls VR headset."", ""I am very happy with gaming mouse"", ""Well worth the money on this smart speaker"", ""I am very frustrated with the Customer Service, they kept dropping my calls dress shoes."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this kitchen towels.""]",88.104.2.190,"LAT: -89, LONG: 171",unknown,chrome,MacOS,08/29/2022 18:06:28,05/04/2023 19:41:31,"[""insoles"", ""boots"", ""heels"", ""sandals""]","[""wedge sandals"", ""heel grips"", ""shoe polish""]",slippers,06/01/2023,2025-07-31 16:57:57,0,0
Walt,Mia,waltmia@yahoo.com,OpuZ1U9luDlh0xuV,9021887318,06/09/1994,102 hours 13 minutes 7 seconds,premium,true,stripe,"[""I am very frustrated with the Customer Service, they kept dropping my calls dress shoes."", ""I am very frustrated with the Customer Service, they kept dropping my calls. I just want to return this pet water bowl."", ""The amount of time I have save using this slow cooker is amazing! I am very happy with this slow cooker"", ""I am very happy the way that this pet shampoo"", ""I am very frustrated with the Customer Service, they kept dropping my calls pet flea and tick treatment.""]",6.108.225.129,"LAT: 90, LONG: 93",ios,chrome,ios,08/13/2024 16:40:21,03/23/2022 04:10:07,"[""sports water bottle"", ""soccer goal""]","[""sports water bottle"", ""tennis racket"", ""sports gloves"", ""skateboard""]",basketball hoop,06/01/2023,2025-07-31 16:57:57,0,0
Viv,Luketon,vivluketon@gmail.com,4G7a15ptS2G3l0Fa,6541077168,05/14/1985,24 hours 54 minutes 31 seconds,regular,false,credit_card,"[""I love this treadmill."", ""I am very happy with slippers, it has changed my life."", ""I am very happy with cookbook, it has changed my life.""]",45.144.31.224,"LAT: 54, LONG: 177",unknown,chrome,unknown,02/23/2023 00:43:27,07/04/2024 07:34:39,"[""lego storage"", ""toy organizers"", ""stuffed animal storage""]","[""dollhouse accessories"", ""remote control toy storage"", ""remote control boat"", ""puzzles""]",lego set,06/01/2023,2025-07-31 16:57:57,0,0
Ned,Elnia,nedelnia@gmail.com,hW2LqgYdSL6MW4Yb,3570128881,06/23/1971,63 hours 31 minutes 31 seconds,premium,true,credit_card,"[""My son bought this laptop and he has been telling me how happy he is with this laptop!""]",18.115.225.102,"LAT: -58, LONG: 122",windows,chrome,windows,11/22/2022 01:47:26,11/29/2024 21:06:29,"[""skirt"", ""socks"", ""jumpsuit"", ""sweater""]","[""skirt"", ""dress"", ""parka"", ""pajamas""]",loungewear,06/01/2023,2025-07-31 16:57:57,2,297.22
