first_name,last_name,email,password_hash,phone_number,date_of_birth,time_on_app,user_type,is_active,last_payment_method,reviews,last_ip,last_coordinates,last_device,last_browser,last_os,last_login,last_logout,in_cart,wishlist,last_search,created_date,generated_at,purchase_count,total_spent
Emma,Osam,emmaosam@gmail.com,wsKxY3uAO1TuqwwR,5310053513,11/30/1953,37 hours 0 minutes 50 seconds,regular,true,stripe,"[""My son bought this mystery novel and he has been telling me how happy he is with this mystery novel!"", ""I love this educational toy storage."", ""I hate this gaming console.""]",69.103.158.219,"LAT: 50, LONG: 176",windows,firefox,windows,05/10/2023 07:06:12,05/05/2022 15:33:46,"[""yoga blocks"", ""bicycle""]","[""sports headband"", ""elliptical machine"", ""barbell set"", ""sports cap""]",boxing gloves,05/01/2024,2025-07-31 16:57:57,2,13488.34
Zia,Laquinn,zialaquinn@hotmail.com,CaK7ALe0iy8PEu7i,1462100885,02/23/1977,69 hours 9 minutes 0 seconds,regular,true,stripe,"[""I hate this loafers.""]",95.64.19.192,"LAT: -2, LONG: 49",ios,safari,ios,02/05/2023 15:26:40,07/18/2022 02:10:14,"[""hiking boots"", ""ballet flats"", ""wedge sandals""]","[""shoe bags"", ""heel grips"", ""boot shaper""]",heel grips,05/01/2024,2025-07-31 16:57:57,6,12729.36
Zia,Macjane,ziamacjane@outlook.com,qjtf0SX1rPrvsUk5,3677956913,10/23/1991,67 hours 57 minutes 56 seconds,premium,true,credit_card,"[""I hate this play kitchen."", ""I am very dissatisfied with how this performs compared to the last version of this puzzles.""]",253.246.31.189,"LAT: -27, LONG: -42",windows,safari,windows,07/15/2023 20:30:47,03/31/2023 02:10:08,"[""sneakers"", ""casual shoes"", ""flip flops"", ""heel grips""]","[""running shoes"", ""heels""]",work boots,05/01/2024,2025-07-31 16:57:57,2,9721.039999999999
Emma,Will,emmawill@gmail.com,WKD4KUvclLv48YA0,9640454227,09/18/1950,52 hours 54 minutes 8 seconds,premium,true,stripe,"[""I want to thank you for this VR headset, it has changed my life. I am very happy with this VR headset!"", ""I am very happy with treadmill, it has changed my life."", ""The amount of time I have save using this tongs is amazing! I am very happy with this tongs"", ""I am very frustrated with the Customer Service, they kept dropping my calls pet first aid kit.""]",45.190.224.139,"LAT: -67, LONG: 153",ios,firefox,ios,04/01/2024 03:18:11,10/18/2022 12:44:04,"[""wrist wraps""]","[""exercise mat"", ""wrist wraps"", ""golf clubs"", ""fitness tracker accessories""]",sports sunglasses,05/01/2024,2025-07-31 16:57:57,1,281.71
Ryan,Detimley,ryandetimley@yahoo.com,AkXEpbLBKV0ICIzw,4482985995,05/28/1988,98 hours 59 minutes 58 seconds,premium,true,stripe,"[""I am very satisfied with this bookmarks""]",251.105.86.92,"LAT: -88, LONG: 172",ios,chrome,ios,08/08/2023 06:18:34,03/19/2022 02:23:02,"[""monitor stand"", ""fitness tracker"", ""smart home device""]","[""tablet stylus"", ""camera tripod""]",smartwatch,05/01/2024,2025-07-31 16:57:57,4,36933.13
Walt,Gina,waltgina@hotmail.com,UFoumPNPtf50cwe6,3422760009,07/06/1972,81 hours 2 minutes 23 seconds,premium,true,paypal,"[""I am very happy with trench coat"", ""I am very frustrated with the Customer Service, they kept dropping my calls wedge sandals."", ""I am cannot believe my eyes when I saw this trench coat. I am very happy with this trench coat"", ""I am very happy with toy boxes""]",34.78.234.76,"LAT: 46, LONG: -56",unknown,firefox,unknown,05/01/2022 06:51:52,07/17/2022 12:24:21,"[""children's book""]","[""bookends"", ""book storage box"", ""thriller novel""]",book display stand,05/01/2024,2025-07-31 16:57:57,0,0
Zed,Gina,zedgina@yahoo.com,OJQ51JI8nbAX9Amz,3292494636,02/15/2002,123 hours 1 minutes 19 seconds,regular,true,stripe,"[""The amount of time I have save using this ankle weights is amazing! I am very happy with this ankle weights"", ""The amount of time I have save using this pet grooming gloves is amazing! I am very happy with this pet grooming gloves"", ""I am very happy with the way that this t-shirt has changed my life.""]",96.238.70.28,"LAT: 30, LONG: 97",windows,safari,windows,06/11/2023 09:44:03,09/25/2024 14:24:02,"[""skirt"", ""activewear set""]","[""dress shirt"", ""sweater""]",jeans,05/01/2024,2025-07-31 16:57:57,0,0
Kyle,Yan,kyleyan@yahoo.com,paczuahgdsjhKzmU,1081335049,06/22/1961,44 hours 10 minutes 12 seconds,premium,false,paypal,"[""I am very frustrated with the Customer Service, they kept dropping my calls book covers."", ""I am very happy with dining chairs"", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this pet toys."", ""I am very happy with the way that this gaming chair has changed the very way that I live.""]",48.207.27.211,"LAT: -67, LONG: 94",ios,chrome,ios,11/30/2023 12:41:23,06/04/2024 15:07:13,"[""pet nail clippers""]","[""pet water bowl"", ""pet crate"", ""pet scratching post"", ""pet crate accessories""]",pet toys,05/01/2024,2025-07-31 16:57:57,0,0
Vince,Lequinn,vincelequinn@gmail.com,TNMMWfYMnpLocnnU,6027192601,01/14/1983,103 hours 8 minutes 35 seconds,premium,true,stripe,"[""I am very frustrated with the Customer Service, they kept dropping my calls cosmetic organizer."", ""I love this underwear.""]",135.121.234.239,"LAT: 44, LONG: 119",unknown,firefox,linux,03/17/2024 05:46:00,02/27/2022 16:15:43,"[""reading light""]","[""bookmarks""]",graphic novel,05/01/2024,2025-07-31 16:57:57,4,10293.83
Troy,Lemarkson,troylemarkson@yahoo.com,dngComexuJcLIg4T,2138529982,03/28/1964,99 hours 39 minutes 23 seconds,regular,true,credit_card,"[""I am very frustrated with the Customer Service, they kept dropping my calls basketball hoop."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this tongs.""]",129.157.124.129,"LAT: 18, LONG: -58",unknown,firefox,unknown,07/11/2022 11:50:01,12/02/2023 22:15:37,"[""accessories"", ""activewear set"", ""winter coat"", ""dress"", ""pajamas""]","[""sweater"", ""trench coat"", ""jeans"", ""swimwear"", ""hoodie""]",jumpsuit,05/01/2024,2025-07-31 16:57:57,0,0
Nina,Stvivson,ninastvivson@icloud.com,y9V16zbofj87kB1f,1882205256,05/05/1963,85 hours 51 minutes 24 seconds,regular,false,paypal,"[""I am very excited to try out this loungewear. I have heard some many positive things!"", ""I am not satisfied with this toaster.""]",234.88.249.118,"LAT: -45, LONG: 123",unknown,safari,unknown,04/18/2023 19:18:48,04/16/2023 10:19:57,"[""hoodie""]","[""activewear set"", ""suit"", ""sweater""]",dress shirt,05/01/2024,2025-07-31 16:57:57,0,0
Rex,Macabesen,rexmacabesen@yahoo.com,9u0Zy7shSn4rQcB3,9518535732,09/24/1982,43 hours 41 minutes 2 seconds,regular,true,credit_card,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this slow cooker parts."", ""The way the smart light bulb has changed my life, I could not believe my eyes when I saw this smart light bulb!"", ""I am very happy the way that this bed""]",250.250.234.23,"LAT: -30, LONG: -103",android,safari,android,03/05/2024 18:45:35,04/04/2024 22:40:21,"[""pet crate accessories"", ""pet food dispenser"", ""pet first aid kit""]","[""pet toys"", ""pet toothbrush"", ""pet leash""]",pet carrier accessories,05/01/2024,2025-07-31 16:57:57,0,0
