first_name,last_name,email,password_hash,phone_number,date_of_birth,time_on_app,user_type,is_active,last_payment_method,reviews,last_ip,last_coordinates,last_device,last_browser,last_os,last_login,last_logout,in_cart,wishlist,last_search,created_date,generated_at,purchase_count,total_spent
Walt,Stzack,waltstzack@icloud.com,YdTzOcUbCG4d0d5f,1612160808,03/05/2000,43 hours 36 minutes 39 seconds,free-trial,true,paypal,"[""I am very happy with the way that this camera has changed the very way that I live."", ""I am very frustrated with the Customer Service, they kept dropping my calls VR headset accessories."", ""I am very excited to try out this poetry collection. I have heard some many positive things!"", ""I am very frustrated with the Customer Service, they kept dropping my calls blender accessories."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this golf clubs.""]",70.237.5.77,"LAT: 59, LONG: 103",unknown,chrome,linux,11/30/2024 05:44:22,04/08/2024 07:22:33,"[""washing machine"", ""toaster accessories"", ""food processor parts""]","[""rice cooker parts""]",washing machine,12/01/2023,2025-07-31 16:57:57,8,7148.22
Rita,Ulaley,ritaulaley@gmail.com,DbJbrMh902cRE40b,3133964528,10/21/1997,13 hours 19 minutes 33 seconds,free-trial,true,paypal,"[""I am very frustrated with the Customer Service, they kept dropping my calls exercise mat."", ""I am cannot believe my eyes when I saw this kitchen gadgets set. I am very happy with this kitchen gadgets set"", ""I hate this exercise mat."", ""The way this puzzles has changed my life, I could not believe my eyes when I saw this puzzles!""]",211.147.242.103,"LAT: 41, LONG: -170",ios,firefox,ios,04/14/2023 16:04:24,03/04/2024 00:12:02,"[""hair ties""]","[""makeup brushes""]",hair care set,12/01/2023,2025-07-31 16:57:57,0,0
Xia,Laalexley,xialaalexley@icloud.com,eSNAYHEt0icdxGXn,0445718662,05/21/1962,90 hours 46 minutes 59 seconds,premium,true,stripe,"[""I love this refrigerator."", ""I am not satisfied with this remote control toy storage."", ""I am very happy with blender"", ""I am very satisfied with this running shoes"", ""I am very frustrated with the Customer Service, they kept dropping my calls fitness tracker band.""]",61.77.135.255,"LAT: 31, LONG: -38",ios,chrome,ios,03/24/2023 15:30:29,08/24/2024 02:28:59,"[""vacuum cleaner"", ""toaster"", ""electric kettle parts"", ""dishwasher"", ""microwave oven""]","[""water heater parts"", ""dishwasher""]",air conditioner,12/01/2023,2025-07-31 16:57:57,1,187.79
Ryan,Max,ryanmax@gmail.com,xT5MAJyKTwTfeLdF,7436561388,07/11/1967,85 hours 15 minutes 27 seconds,premium,true,credit_card,"[""I am very happy with the way that this cotton pads"", ""I am very happy with pet toys set"", ""I am very happy with console table"", ""My son bought this and he is very happy with this blender"", ""I am very excited to try out this basketball hoop. I have heard some many positive things!""]",159.64.112.163,"LAT: 80, LONG: -33",ios,chrome,ios,02/01/2023 05:34:35,07/09/2024 10:17:44,"[""fitness tracker band""]","[""action camera mount"", ""tablet case""]",camera tripod,12/01/2023,2025-07-31 16:57:57,1,1903.98
Kara,Dexia,karadexia@gmail.com,IDZ0yXtM0JEG3qPj,1797491107,04/18/1972,16 hours 7 minutes 50 seconds,premium,true,paypal,"[""I am very frustrated with the Customer Service, they kept dropping my calls insoles."", ""I am very happy with the way that this gaming keyboard has changed the very way that I live."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this keyboard.""]",136.44.110.222,"LAT: -52, LONG: -109",android,chrome,android,07/23/2023 15:30:53,01/29/2023 11:03:21,"[""loungewear""]","[""hoodie""]",blazer,12/01/2023,2025-07-31 16:57:57,6,5504.96
Grace,Diivy,gracediivy@outlook.com,feNS380j6IlduiYm,5359286206,08/06/1953,123 hours 20 minutes 21 seconds,regular,false,credit_card,"[""I am very dissatisfied with the way that this puzzle storage has changed my life."", ""I am very frustrated with the Customer Service, they kept dropping my calls slow cooker."", ""I am very frustrated with the Customer Service, they kept dropping my calls winter coat.""]",36.10.199.246,"LAT: 76, LONG: -102",unknown,firefox,linux,10/28/2022 06:39:33,12/16/2022 16:41:16,"[""parka""]","[""trench coat"", ""dress"", ""parka"", ""activewear set""]",dress,12/01/2023,2025-07-31 16:57:57,3,3919.8
Pia,Vic,piavic@yahoo.com,lgIBCQr9kpLGwTAI,4059489898,12/27/1965,84 hours 45 minutes 34 seconds,regular,false,paypal,"[""Wow I cannot believe this oven"", ""Well worth the money on this robot vacuum cleaner"", ""I could not believe how rude the Customer service agent was. I am very dissatisfied with this skincare set.""]",242.16.172.137,"LAT: -55, LONG: 148",windows,safari,windows,10/20/2023 22:48:39,12/16/2024 07:54:11,"[""biography"", ""textbook"", ""bookends"", ""thriller novel"", ""history book""]","[""biography"", ""art book"", ""young adult novel"", ""book display stand""]",thriller novel,12/01/2023,2025-07-31 16:57:57,2,10319.11
Mia,Ozed,miaozed@icloud.com,tv7i8ge9l2E96cHO,8635598023,09/20/1967,68 hours 51 minutes 49 seconds,regular,true,paypal,"[""I am very frustrated with the Customer Service, they kept dropping my calls stuffed animals."", ""I want to thank you for this vacuum cleaner accessories, it has changed my life. I am very happy with this vacuum cleaner accessories!"", ""I hate this mystery novel."", ""I could not believe how rude the Customer service agent was. I am very dissatisfied with this dress.""]",166.30.150.11,"LAT: 69, LONG: 59",android,safari,android,10/14/2024 10:46:50,05/05/2024 04:52:59,"[""food processor parts"", ""water heater parts"", ""blender"", ""food processor"", ""air purifier""]","[""air purifier filters"", ""blender""]",dehumidifier,12/01/2023,2025-07-31 16:57:57,0,0
Ivy,Vonliam,ivyvonliam@gmail.com,4PQIHhE3YCPi3RA0,0202394469,06/05/1981,73 hours 39 minutes 18 seconds,premium,false,paypal,"[""I am very frustrated with the Customer Service, they kept dropping my calls microphone."", ""Wow this is an amazing photography book."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this cosmetic organizer.""]",118.161.119.1,"LAT: 50, LONG: -107",android,safari,android,07/08/2022 18:41:42,12/03/2023 14:42:45,"[""young adult novel"", ""art book""]","[""romance novel"", ""graphic novel"", ""self-help book"", ""history book"", ""book covers""]",fantasy novel,12/01/2023,2025-07-31 16:57:57,2,451.99
Mark,Bealey,markbealey@protonmail.com,OwWAhWaVGryHVpZX,2124754572,10/12/2001,95 hours 58 minutes 26 seconds,regular,false,credit_card,"[""I am very frustrated with the Customer Service, they kept dropping my calls smart light bulb."", ""I want to thank you for this kitchen gadgets set, it has changed my life. I am very happy with this kitchen gadgets set!""]",129.17.197.16,"LAT: -63, LONG: -22",unknown,firefox,linux,11/06/2023 11:07:33,09/03/2024 09:37:51,"[""robot vacuum cleaner""]","[""headphones"", ""smart thermostat""]",smart lock,12/01/2023,2025-07-31 16:57:57,1,3677.59
