first_name,last_name,email,password_hash,phone_number,date_of_birth,time_on_app,user_type,is_active,last_payment_method,reviews,last_ip,last_coordinates,last_device,last_browser,last_os,last_login,last_logout,in_cart,wishlist,last_search,created_date,generated_at,purchase_count,total_spent
Ian,John,ianjohn@aol.com,b1yRhXStU4nMBu4m,4037671328,10/12/1980,13 hours 34 minutes 45 seconds,regular,true,stripe,"[""My son bought this smart home device and he has been telling me how happy he is with this smart home device!"", ""I am very satisfied with this pet water bowl""]",172.171.4.252,"LAT: -71, LONG: 116",unknown,chrome,MacOS,02/24/2022 19:03:17,02/10/2023 14:31:04,"[""grater"", ""slotted spoon"", ""oven mitts""]","[""ladle"", ""grater"", ""slotted spoon"", ""kitchen utensils set""]",measuring spoons,10/01/2024,2025-07-31 16:57:57,3,5648.78
Hugo,Mcvia,hugomcvia@gmail.com,9Rmcs4zDGOxW5t6F,9894597760,06/13/1977,115 hours 17 minutes 54 seconds,regular,true,paypal,"[""My son bought this and he is very happy with this bath bombs"", ""Well worth the money on this dollhouse"", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this lego set."", ""I am very happy the way that this humidifier"", ""I am very dissatisfied with the way that this mattress protector has changed my life.""]",59.179.20.28,"LAT: -49, LONG: -21",ios,safari,ios,03/16/2023 15:16:32,01/04/2022 00:35:52,"[""microphone"", ""smart doorbell"", ""laptop stand"", ""smart lock"", ""gaming keyboard""]","[""action camera mount"", ""tablet stylus""]",smart home hub,10/01/2024,2025-07-31 16:57:57,6,9210.61
Sly,Gabeton,slygabeton@yahoo.com,e7vamUbUxhdFdX7h,1863699170,04/14/1972,92 hours 19 minutes 16 seconds,free-trial,true,credit_card,"[""My son bought this sweater and he has been telling me how happy he is with this sweater!"", ""I want to thank you for this cookware set, it has changed my life. I am very happy with this cookware set!""]",133.170.217.148,"LAT: 43, LONG: -4",android,safari,android,03/10/2024 22:13:30,09/24/2024 15:07:47,"[""educational toys"", ""remote control toy storage"", ""arts and crafts kits"", ""trampoline accessories""]","[""toy storage bins"", ""remote control drone""]",robot building kit,10/01/2024,2025-07-31 16:57:57,0,0
Zoe,Lehoaley,zoelehoaley@gmail.com,hYvT401UPaBtuxkE,1034596421,04/13/1980,57 hours 7 minutes 13 seconds,premium,true,credit_card,"[""The way the bathrobe has changed my life, I could not believe my eyes when I saw this bathrobe!"", ""The amount of time I have save using this phone case is amazing! I am very happy with this phone case""]",211.14.107.121,"LAT: -77, LONG: -86",android,safari,android,09/12/2024 05:23:22,07/19/2023 23:13:09,"[""pet crate"", ""pet nail clippers""]","[""pet food dispenser"", ""pet nail clippers"", ""pet grooming kit"", ""pet odor eliminator""]",pet training clicker,10/01/2024,2025-07-31 16:57:57,0,0
Taj,Leislaley,tajleislaley@yahoo.com,75SD0XimY2nr6F9I,0902060518,08/14/1984,102 hours 12 minutes 45 seconds,admin,true,stripe,"[""I am very happy the way that this bookshelf organizers"", ""I am very happy with this action camera"", ""I am very dissatisfied with how this performs compared to the last version of this air conditioner.""]",218.86.153.37,"LAT: -56, LONG: 113",android,firefox,android,01/20/2023 06:20:50,04/13/2022 18:49:09,"[""smart light bulb"", ""smart thermostat""]","[""gaming laptop"", ""microphone"", ""gaming mouse"", ""smartphone"", ""camera bag""]",tablet case,10/01/2024,2025-07-31 16:57:57,1,11266.77
Pam,Xia,pamxia@outlook.com,6vkR6ppup4kmFcxX,9310577630,09/01/1970,47 hours 51 minutes 5 seconds,regular,true,stripe,"[""The amount of time I have save using this lip balm is amazing! I am very happy with this lip balm"", ""The way this book display stand has changed my life, I could not believe my eyes when I saw this book display stand!"", ""I want to thank you for this coat, it has changed my life. I am very happy with this coat!"", ""I want to thank you for this golf clubs, it has changed my life. I am very happy with this golf clubs!"", ""I am very dissatisfied with how this performs compared to the last version of this science fiction novel.""]",222.21.9.92,"LAT: 47, LONG: -22",android,firefox,android,06/21/2022 10:16:15,08/22/2024 14:41:54,"[""bicycle"", ""barbell set"", ""sports gloves""]","[""foam roller"", ""sports sunglasses""]",sports headband,10/01/2024,2025-07-31 16:57:57,0,0
Nia,Macoraley,niamacoraley@icloud.com,RzvINZRlSij8IJPp,9803862940,07/02/2000,39 hours 2 minutes 20 seconds,regular,true,paypal,"[""I am cannot believe my eyes when I saw this armchair. I am very happy with this armchair""]",84.70.51.255,"LAT: -23, LONG: 145",android,chrome,android,05/10/2024 01:12:55,07/17/2022 13:22:52,"[""slow cooker parts"", ""air conditioner"", ""refrigerator"", ""food processor parts""]","[""blender""]",humidifier,10/01/2024,2025-07-31 16:57:57,0,0
Yas,Viv,yasviv@yahoo.com,d05QGNvReojSLCRe,1256816611,04/09/1978,89 hours 52 minutes 58 seconds,admin,false,paypal,"[""I am very happy the way that this pet bed accessories""]",76.183.72.221,"LAT: 17, LONG: 155",windows,safari,windows,04/17/2023 08:26:48,06/04/2023 11:41:30,"[""tablet case"", ""keyboard"", ""printer""]","[""camera tripod"", ""camera"", ""monitor"", ""fitness tracker""]",printer,10/01/2024,2025-07-31 16:57:57,2,1018.7
Zoe,Vonbea,zoevonbea@yahoo.com,3t17xiDbmWpBvTuq,2394395342,09/06/1981,115 hours 38 minutes 42 seconds,regular,true,credit_card,"[""I am very satisfied with this activewear set""]",95.254.59.111,"LAT: 8, LONG: -13",android,chrome,android,02/14/2022 20:15:06,04/21/2024 22:55:13,"[""exercise ball"", ""golf clubs"", ""sports towel""]","[""gym bag"", ""exercise ball"", ""treadmill"", ""sports cap"", ""exercise bike""]",sports towel,10/01/2024,2025-07-31 16:57:57,1,17179.86
Holly,Grace,hollygrace@gmail.com,pkubdplbMbG0ac1u,1438448886,09/12/1961,111 hours 52 minutes 53 seconds,regular,true,stripe,"[""I am very happy with the way that this face mask has changed the very way that I live."", ""I am very happy with this stove"", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this accessories."", ""I am very frustrated with the Customer Service, they kept dropping my calls spatula."", ""The way this lip gloss has changed my life, I could not believe my eyes when I saw this lip gloss!""]",171.112.254.122,"LAT: 80, LONG: -143",windows,safari,windows,08/06/2023 03:50:52,09/17/2024 07:54:30,"[""nail polish set"", ""cosmetic organizer"", ""makeup sponge"", ""shaving kit""]","[""comb"", ""bobby pins""]",lip balm,10/01/2024,2025-07-31 16:57:57,2,3209.73
