first_name,last_name,email,password_hash,phone_number,date_of_birth,time_on_app,user_type,is_active,last_payment_method,reviews,last_ip,last_coordinates,last_device,last_browser,last_os,last_login,last_logout,in_cart,wishlist,last_search,created_date,generated_at,purchase_count,total_spent
Owen,Zed,owenzed@gmail.com,qd1AyKCnnx6bgg7S,9759979962,02/15/1960,109 hours 25 minutes 19 seconds,premium,true,credit_card,"[""I am very happy the way that this kitchen utensils set"", ""I am very excited to try out this barbell set. I have heard some many positive things!""]",126.111.183.6,"LAT: -10, LONG: -168",unknown,chrome,MacOS,02/04/2022 20:40:55,02/05/2024 21:49:26,"[""microwave oven""]","[""microwave oven accessories"", ""refrigerator"", ""food processor"", ""vacuum cleaner"", ""dehumidifier filters""]",blender accessories,02/01/2024,2025-07-31 16:57:57,7,12839.19
Finn,Vanria,finnvanria@yahoo.com,p3XWHxeQhLLC0RpS,7910461775,07/15/1993,18 hours 13 minutes 58 seconds,free-trial,false,stripe,"[""I am very happy with the way that this hoodie has changed the very way that I live."", ""I am very frustrated with the Customer Service, they kept dropping my calls romance novel."", ""My son bought this perfume and he has been telling me how happy he is with this perfume!"", ""I am very excited to try out this cast iron skillet. I have heard some many positive things!"", ""I am cannot believe my eyes when I saw this action figure storage. I am very happy with this action figure storage""]",154.239.252.10,"LAT: 34, LONG: -98",android,chrome,android,04/05/2023 14:59:49,11/17/2023 19:46:09,"[""bed"", ""dining chairs"", ""mattress protector"", ""bookshelf organizers"", ""office chair""]","[""dining table"", ""gaming chair"", ""bookshelf organizers"", ""sofa"", ""coffee table""]",recliner accessories,02/01/2024,2025-07-31 16:57:57,0,0
Owen,Jay,owenjay@yahoo.com,BLZ3ggEnd3tuyFfP,0698333325,05/29/1992,62 hours 56 minutes 56 seconds,regular,true,paypal,"[""I am very happy with socks, it has changed my life."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this can opener.""]",23.70.77.238,"LAT: -77, LONG: 20",unknown,firefox,MacOS,01/28/2022 14:47:40,06/07/2024 21:21:45,"[""boots"", ""shoe bags"", ""heel grips"", ""shoe care kit"", ""slipper socks""]","[""shoe care kit""]",casual shoes,02/01/2024,2025-07-31 16:57:57,0,0
Hal,Abe,halabe@outlook.com,MiJxtriHBylyZ8BL,9152894545,10/14/1950,105 hours 17 minutes 47 seconds,regular,true,stripe,"[""I am very happy with the way that this wrist wraps has changed the very way that I live."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this exercise bike.""]",76.165.192.133,"LAT: -17, LONG: -34",windows,firefox,windows,02/01/2022 15:30:12,08/17/2024 10:29:06,"[""curling iron"", ""makeup sponge""]","[""hair care set"", ""facial cleansing brush"", ""comb"", ""tweezers""]",perfume,02/01/2024,2025-07-31 16:57:57,4,9421.83
Kia,Alyara,kiaalyara@gmail.com,TdeBEt6nS6a4R6Pn,7356832538,10/19/1972,105 hours 19 minutes 32 seconds,regular,true,paypal,"[""I am very happy with rice cooker"", ""The way the pet leash has changed my life, I could not believe my eyes when I saw this pet leash!"", ""My son bought this fitness tracker accessories and he has been telling me how happy he is with this fitness tracker accessories!""]",230.38.199.97,"LAT: 80, LONG: 99",unknown,chrome,linux,12/16/2024 01:06:06,07/25/2022 08:34:30,"[""mystery novel"", ""young adult novel"", ""bookends"", ""photography book"", ""book display stand""]","[""science fiction novel"", ""reading light"", ""bookends"", ""poetry collection"", ""thriller novel""]",romance novel,02/01/2024,2025-07-31 16:57:57,1,3386.88
Leo,Mia,leomia@hotmail.com,3MOAuSY0d5vhb0KC,8652970242,01/24/1966,74 hours 18 minutes 1 seconds,premium,true,paypal,"[""I am very dissatisfied with the way that this beauty blender has changed my life."", ""Well worth the money on this grater""]",87.39.46.72,"LAT: -53, LONG: -179",windows,safari,windows,09/30/2024 19:34:53,03/25/2022 14:35:46,"[""toy boxes"", ""trampoline accessories"", ""stuffed animals"", ""robot building kit""]","[""toy organizers""]",educational toys,02/01/2024,2025-07-31 16:57:57,1,85.69
Ola,Omax,olaomax@hotmail.com,Uhy0QWH40uZPnI8Y,8246829997,09/28/1992,22 hours 19 minutes 22 seconds,premium,true,credit_card,"[""The way this pet training treats has changed my life, I could not believe my eyes when I saw this pet training treats!""]",246.255.19.225,"LAT: -2, LONG: -120",unknown,chrome,unknown,11/04/2022 06:39:20,04/09/2024 12:58:14,"[""book storage box""]","[""bookshelf organizers""]",biography,02/01/2024,2025-07-31 16:57:57,0,0
Yas,Moe,yasmoe@gmail.com,MWHIOxC4DAlJlrxT,9891389156,04/26/1998,24 hours 16 minutes 1 seconds,regular,true,credit_card,"[""I am very frustrated with the Customer Service, they kept dropping my calls science fiction novel."", ""I want to thank you for this hairbrush, it has changed my life. I am very happy with this hairbrush!"", ""I am very dissatisfied with how this performs compared to the last version of this pet food storage container."", ""I am very frustrated with the Customer Service, they kept dropping my calls book covers."", ""I am very frustrated with the Customer Service, they kept dropping my calls bath bombs.""]",203.228.114.188,"LAT: 45, LONG: -172",windows,safari,windows,11/20/2022 06:48:19,09/01/2024 00:12:12,"[""sofa covers"", ""sectional sofa covers"", ""sectional sofa""]","[""sofa covers"", ""sectional sofa"", ""bookshelf organizers"", ""gaming chair cushions"", ""sectional sofa covers""]",bookshelf organizers,02/01/2024,2025-07-31 16:57:57,0,0
Yas,Ovic,yasovic@gmail.com,edGhTayL7sPGuWgG,9854219192,06/01/2003,96 hours 34 minutes 52 seconds,free-trial,true,stripe,"[""I want to thank you for this socks, it has changed my life. I am very happy with this socks!"", ""Wow this is an amazing exercise resistance bands.""]",47.215.81.68,"LAT: -53, LONG: -34",windows,firefox,windows,11/29/2023 15:06:51,09/12/2022 06:31:30,"[""kitchen towels"", ""coffee machine"", ""cutting board set"", ""oven mitts""]","[""kitchen knife set"", ""measuring cups"", ""kitchen towels"", ""food processor"", ""stand mixer""]",oven mitts,02/01/2024,2025-07-31 16:57:57,0,0
Vic,Vonwyn,vicvonwyn@gmail.com,TpqnNCKnKXghnXOX,7645055646,02/16/2000,84 hours 0 minutes 57 seconds,regular,true,stripe,"[""I am very frustrated with the Customer Service, they kept dropping my calls home security camera."", ""I am very frustrated with the Customer Service, they kept dropping my calls hand cream."", ""I am very frustrated with the Customer Service, they kept dropping my calls gaming mouse."", ""I am very happy with the way that this pet dental care kit has changed the very way that I live.""]",185.164.113.212,"LAT: 6, LONG: 14",ios,chrome,ios,01/10/2024 16:38:46,09/24/2024 20:54:49,"[""pet toys set"", ""pet harness"", ""pet first aid kit""]","[""pet harness"", ""pet first aid kit"", ""pet toothbrush""]",pet travel bag,02/01/2024,2025-07-31 16:57:57,2,564.49
