first_name,last_name,email,password_hash,phone_number,date_of_birth,time_on_app,user_type,is_active,last_payment_method,reviews,last_ip,last_coordinates,last_device,last_browser,last_os,last_login,last_logout,in_cart,wishlist,last_search,created_date,generated_at,purchase_count,total_spent
Udo,Lia,udolia@gmail.com,jzfuDDmrXtyvyXnQ,6639113294,12/24/1976,37 hours 28 minutes 30 seconds,premium,true,credit_card,"[""I am very satisfied with this pet water fountain""]",164.61.114.232,"LAT: 67, LONG: -109",unknown,chrome,MacOS,12/09/2023 07:43:36,10/09/2022 11:56:57,"[""toy storage bins""]","[""stuffed animals"", ""lego storage"", ""dollhouse""]",action figures,02/01/2023,2025-07-31 16:57:57,2,139.62
Kara,Vonrex,karavonrex@yahoo.com,dMXluhUOguW0Vvj5,2387024744,06/04/1956,22 hours 11 minutes 36 seconds,regular,true,credit_card,"[""The amount of time I have save using this science fiction novel is amazing! I am very happy with this science fiction novel"", ""The way the jumpsuit has changed my life, I could not believe my eyes when I saw this jumpsuit!"", ""I am very happy the way that this lego storage"", ""The way the dishwasher has changed my life, I could not believe my eyes when I saw this dishwasher!""]",133.186.217.232,"LAT: -78, LONG: 166",windows,safari,windows,06/24/2023 03:24:03,09/01/2024 15:33:42,"[""sports watch"", ""sports water bottle"", ""fitness tracker accessories"", ""exercise bike"", ""sports sunglasses""]","[""treadmill"", ""tennis racket"", ""sports watch"", ""golf clubs""]",sports water bottle,02/01/2023,2025-07-31 16:57:57,4,414.58000000000004
Ian,Derex,ianderex@gmail.com,KdrAIh0IVKfuaFNw,6009442494,11/19/1971,61 hours 2 minutes 1 seconds,regular,true,credit_card,"[""I am very happy with the way that this espresso machine"", ""Wow this is an amazing shoehorn."", ""I am very happy with the way that this skincare set has changed my life."", ""I am very frustrated with the Customer Service, they kept dropping my calls elliptical machine."", ""My son bought this sports cap and he has been telling me how happy he is with this sports cap!""]",215.10.114.196,"LAT: -40, LONG: 42",ios,safari,ios,05/20/2023 10:23:14,09/24/2023 02:56:44,"[""smartwatch""]","[""external hard drive"", ""gaming mouse"", ""home security system"", ""wireless mouse""]",external hard drive,02/01/2023,2025-07-31 16:57:57,0,0
Pam,Rex,pamrex@yahoo.com,Z26DtZUfAtn2yaqM,6829542797,11/11/1951,53 hours 10 minutes 31 seconds,admin,true,credit_card,"[""I am very happy with the way that this toaster accessories has changed the very way that I live."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this pet dental care kit."", ""I could not believe how rude the Customer service agent was. I am very dissatisfied with this skirt.""]",90.162.65.88,"LAT: -78, LONG: 69",windows,safari,windows,07/25/2024 11:57:09,03/11/2022 10:45:53,"[""bookmarks""]","[""reading light"", ""science fiction novel"", ""self-help book"", ""bookends""]",cookbook,02/01/2023,2025-07-31 16:57:57,0,0
Kyle,Dekai,kyledekai@icloud.com,zLVPh0jXDvbXUrjx,4697865488,02/21/1966,108 hours 4 minutes 53 seconds,premium,true,paypal,"[""I am very frustrated with the Customer Service, they kept dropping my calls rice cooker."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this shoe organizer."", ""I want to thank you for this trampoline accessories, it has changed my life. I am very happy with this trampoline accessories!""]",206.140.232.220,"LAT: -88, LONG: 159",unknown,chrome,MacOS,04/17/2023 00:13:02,06/02/2024 12:02:59,"[""wardrobe""]","[""gaming chair cushions"", ""bookshelf organizers"", ""bar stools"", ""bed frame accessories""]",gaming chair,02/01/2023,2025-07-31 16:57:57,1,10386.38
Bea,Tim,beatim@protonmail.com,RyilWdVWwbmtMKEL,3266610720,07/09/1989,49 hours 28 minutes 48 seconds,regular,true,stripe,"[""My son bought this gaming console and he has been telling me how happy he is with this gaming console!"", ""I want to thank you for this smart lock, it has changed my life. I am very happy with this smart lock!"", ""I am very happy with the way that this baking set has changed my life."", ""I am very happy with the way that this yoga blocks has changed my life.""]",193.55.59.247,"LAT: -39, LONG: 180",ios,safari,ios,10/27/2022 17:13:34,02/13/2023 03:52:25,"[""boot shaper""]","[""sneaker cleaner""]",boot shaper,02/01/2023,2025-07-31 16:57:57,1,3624.39
Luna,Ozack,lunaozack@gmail.com,oGcqNt28WhGmG4Pe,9440563512,01/10/1970,58 hours 15 minutes 47 seconds,regular,true,credit_card,"[""I am very happy the way that this gaming chair cushions"", ""I am very frustrated with the Customer Service, they kept dropping my calls makeup set."", ""I am very happy with bed frame accessories"", ""I am very happy with the way that this wireless mouse"", ""The way the apron has changed my life, I could not believe my eyes when I saw this apron!""]",241.41.42.38,"LAT: 63, LONG: 179",unknown,firefox,unknown,08/09/2022 05:38:44,12/23/2024 16:29:34,"[""sweater"", ""t-shirt"", ""trench coat"", ""skirt"", ""socks""]","[""dress""]",trench coat,02/01/2023,2025-07-31 16:57:57,2,175.65
Bella,Wendy,bellawendy@hotmail.com,Ta8NLAFuLybEY405,2215014973,06/20/1982,17 hours 36 minutes 0 seconds,free-trial,true,stripe,"[""Wow this is an amazing sweatshirt."", ""I am very dissatisfied with this underwear."", ""I am very happy with the way that this gaming keyboard has changed my life.""]",254.140.57.47,"LAT: 34, LONG: -144",windows,safari,windows,05/08/2023 20:24:17,01/15/2024 01:53:10,"[""ballet flats"", ""casual shoes"", ""heel grips"", ""heels""]","[""slippers""]",work boots,02/01/2023,2025-07-31 16:57:57,2,747.89
Lia,Demax,liademax@outlook.com,bMGQ7ogEdecl3rdo,8073064855,11/21/1985,44 hours 2 minutes 19 seconds,regular,true,credit_card,"[""I am very happy with remote control drone"", ""My son bought this barbell set and he has been telling me how happy he is with this barbell set!""]",239.220.64.113,"LAT: -17, LONG: 17",windows,safari,windows,04/22/2023 18:29:53,09/12/2024 12:14:08,"[""coat"", ""trench coat"", ""t-shirt"", ""underwear""]","[""parka"", ""activewear set""]",loungewear,02/01/2023,2025-07-31 16:57:57,0,0
Yara,Macchrissen,yaramacchrissen@hotmail.com,oorHX4M1SfJyNtHw,4228679615,01/20/1973,97 hours 19 minutes 14 seconds,regular,true,paypal,"[""I want to thank you for this arts and crafts storage, it has changed my life. I am very happy with this arts and crafts storage!"", ""I am very happy with washing machine""]",134.245.232.56,"LAT: 15, LONG: 11",android,chrome,android,12/24/2023 05:00:24,05/15/2023 04:53:03,"[""treadmill"", ""baseball bat"", ""exercise bike"", ""sports towel""]","[""basketball hoop"", ""yoga blocks"", ""bicycle"", ""soccer goal"", ""dumbbell set""]",balance board,02/01/2023,2025-07-31 16:57:57,0,0
