first_name,last_name,email,password_hash,phone_number,date_of_birth,time_on_app,user_type,is_active,last_payment_method,reviews,last_ip,last_coordinates,last_device,last_browser,last_os,last_login,last_logout,in_cart,wishlist,last_search,created_date,generated_at,purchase_count,total_spent
Qua,Saintray,quasaintray@yahoo.com,gIKKo9FG4df6dx6x,8026707358,09/12/1986,89 hours 41 minutes 38 seconds,regular,true,paypal,"[""I am very happy with the way that this loungewear"", ""I am very happy with the way that this washing machine"", ""My son bought this and he is very happy with this pet training clicker""]",187.221.246.103,"LAT: 9, LONG: -169",ios,firefox,ios,10/11/2024 21:53:12,10/21/2022 19:10:48,"[""pet collar""]","[""pet crate""]",pet carrier accessories,09/01/2023,2025-07-31 16:57:57,0,0
Bob,Bea,bobbea@gmail.com,ibUBnpln4C0ObLdf,7486468675,08/23/1953,12 hours 31 minutes 25 seconds,admin,true,stripe,"[""Well worth the money on this reading light"", ""Wow I cannot believe this dehumidifier filters""]",29.44.4.1,"LAT: -27, LONG: -8",android,firefox,android,09/30/2024 21:10:48,08/28/2023 16:03:29,"[""remote control car"", ""toy boxes"", ""remote control toy storage"", ""board games""]","[""lego storage""]",dollhouse,09/01/2023,2025-07-31 16:57:57,0,0
Vera,Elcharlie,veraelcharlie@gmail.com,kBjqGgTOdJx45VIK,2830247527,09/08/1994,121 hours 45 minutes 58 seconds,regular,true,credit_card,"[""My son bought this and he is very happy with this skirt"", ""I am cannot believe my eyes when I saw this action figures. I am very happy with this action figures"", ""I am very happy with the way that this bookends has changed the very way that I live.""]",237.51.206.169,"LAT: 18, LONG: -107",android,safari,android,08/02/2022 12:03:58,02/02/2024 15:34:11,"[""humidifier filters"", ""stove"", ""food processor"", ""vacuum cleaner"", ""dehumidifier filters""]","[""microwave oven accessories"", ""air conditioner"", ""toaster accessories"", ""electric kettle""]",refrigerator,09/01/2023,2025-07-31 16:57:57,4,2771.23
Nate,Mia,natemia@gmail.com,MGS6ova4FQpdfk8p,1638449298,06/12/1970,94 hours 58 minutes 40 seconds,regular,true,credit_card,"[""I am very frustrated with the Customer Service, they kept dropping my calls science fiction novel."", ""I am very frustrated with the Customer Service, they kept dropping my calls yoga mat."", ""I am very frustrated with the Customer Service, they kept dropping my calls robot vacuum accessories.""]",46.198.76.7,"LAT: -85, LONG: -109",windows,safari,windows,09/05/2024 05:11:54,09/10/2022 20:16:36,"[""stand mixer"", ""whisk"", ""blender""]","[""tongs"", ""peeler""]",peeler,09/01/2023,2025-07-31 16:57:57,0,0
Ora,Nedton,oranedton@outlook.com,II1xM9NTMRVBtrG8,8417642647,01/06/2003,10 hours 53 minutes 40 seconds,premium,true,credit_card,"[""I could not believe how rude the Customer service agent was. I am very dissatisfied with this insoles.""]",89.138.102.159,"LAT: 16, LONG: -92",unknown,safari,MacOS,08/12/2024 20:27:46,08/07/2024 05:16:26,"[""sneaker cleaner"", ""ankle boots"", ""sneakers""]","[""slippers""]",arch support,09/01/2023,2025-07-31 16:57:57,0,0
Ula,Laula,ulalaula@gmail.com,GvyFGUxf9UJ9q2CI,0183194507,04/01/1988,89 hours 48 minutes 52 seconds,premium,true,credit_card,"[""My son bought this toaster and he has been telling me how happy he is with this toaster!"", ""I am very happy with the way that this sports headband has changed the very way that I live."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this pet feeding mat."", ""I could not believe how rude the Customer service agent was. I am very dissatisfied with this trench coat."", ""I am very frustrated with the Customer Service, they kept dropping my calls heel grips.""]",77.206.168.31,"LAT: -28, LONG: 154",unknown,firefox,linux,07/04/2023 22:27:11,09/08/2024 19:08:46,"[""bookshelf organizers"", ""biography""]","[""textbook""]",bookshelf organizers,09/01/2023,2025-07-31 16:57:57,2,9714.36
Wendy,Sara,wendysara@outlook.com,fFzF0xWBHiLRQMrs,6359061010,01/25/1989,55 hours 38 minutes 31 seconds,free-trial,true,paypal,"[""I am very happy with kitchen towels"", ""I am very frustrated with the Customer Service, they kept dropping my calls suit."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this gaming chair cushions.""]",150.55.245.182,"LAT: 51, LONG: 36",unknown,safari,unknown,12/09/2024 17:37:00,07/06/2023 18:17:30,"[""whisk"", ""espresso machine"", ""spatula""]","[""coffee machine"", ""whisk"", ""cutting board"", ""cookware set""]",rice cooker,09/01/2023,2025-07-31 16:57:57,0,0
Sage,Ryansen,sageryansen@outlook.com,ELeP2oiEseULgmnP,8797825697,12/16/1961,43 hours 15 minutes 13 seconds,regular,true,paypal,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this hoodie."", ""I am very dissatisfied with how this performs compared to the last version of this pressure cooker."", ""I am very frustrated with the Customer Service, they kept dropping my calls VR headset accessories.""]",248.64.8.245,"LAT: 32, LONG: -161",windows,firefox,windows,04/02/2023 18:36:35,01/26/2022 15:17:52,"[""desk organizers"", ""coffee table books""]","[""dining chairs"", ""bookshelf""]",bed,09/01/2023,2025-07-31 16:57:57,0,0
Eli,Vonqua,elivonqua@gmail.com,5seTrlaK8PFa6m9c,2512387206,08/19/1963,76 hours 24 minutes 28 seconds,free-trial,true,paypal,"[""I am very frustrated with the Customer Service, they kept dropping my calls skirt.""]",204.251.71.175,"LAT: -75, LONG: 25",windows,firefox,windows,05/12/2024 22:28:00,10/25/2022 00:00:07,"[""can opener"", ""kitchen towels"", ""kitchen scale"", ""cutting board set"", ""pressure cooker""]","[""non-stick cookware""]",whisk,09/01/2023,2025-07-31 16:57:57,4,5661.95
Cai,Diula,caidiula@icloud.com,rLr0Ry26wunnsYXZ,1814550221,05/24/1970,17 hours 47 minutes 8 seconds,regular,true,paypal,"[""I am very happy with toy organizers"", ""I want to thank you for this remote control boat, it has changed my life. I am very happy with this remote control boat!"", ""I am very happy with gaming headset, it has changed my life.""]",103.82.3.185,"LAT: -59, LONG: -99",android,chrome,android,12/01/2022 04:28:30,07/02/2024 01:59:55,"[""garden bench"", ""dining chairs"", ""wardrobe"", ""dining table accessories"", ""bed""]","[""gaming chair"", ""armchair"", ""dining table accessories""]",desk organizers,09/01/2023,2025-07-31 16:57:57,1,6187.0
