first_name,last_name,email,password_hash,phone_number,date_of_birth,time_on_app,user_type,is_active,last_payment_method,reviews,last_ip,last_coordinates,last_device,last_browser,last_os,last_login,last_logout,in_cart,wishlist,last_search,created_date,generated_at,purchase_count,total_spent
Rex,Oyanley,rexoyanley@outlook.com,u2GAFwGcArTHckoE,3447020637,10/31/1977,89 hours 13 minutes 52 seconds,regular,false,credit_card,"[""I am very happy with the way that this pet training treats"", ""The way this accessories has changed my life, I could not believe my eyes when I saw this accessories!"", ""The way the sandals has changed my life, I could not believe my eyes when I saw this sandals!"", ""I am very frustrated with the Customer Service, they kept dropping my calls lego storage."", ""I am very satisfied with this comic book""]",216.95.92.5,"LAT: 50, LONG: -71",android,firefox,android,05/01/2022 23:55:20,11/10/2022 21:29:57,"[""bookshelf organizers""]","[""cookbook"", ""young adult novel""]",book storage box,07/01/2024,2025-07-31 16:57:57,0,0
Nate,Nina,natenina@outlook.com,RGaYqYp3yRzp4HI8,7502578721,08/13/1954,36 hours 15 minutes 57 seconds,regular,true,credit_card,"[""I am very happy with the way that this lego storage has changed the very way that I live.""]",149.194.76.4,"LAT: -29, LONG: 132",unknown,safari,linux,07/08/2023 03:48:20,12/26/2024 06:55:09,"[""shoe storage"", ""sandals"", ""slipper socks"", ""dress shoes"", ""arch support""]","[""running shoes""]",slippers,07/01/2024,2025-07-31 16:57:57,0,0
Zed,Mcmilaley,zedmcmilaley@yahoo.com,9kJvi83FLUUwANmp,0255714644,12/26/1979,116 hours 54 minutes 37 seconds,regular,true,credit_card,"[""Wow this is an amazing bookshelf organizers."", ""I am very happy with the way that this pet training treats has changed the very way that I live."", ""I am very frustrated with the Customer Service, they kept dropping my calls yoga mat.""]",94.103.224.69,"LAT: 67, LONG: 13",unknown,firefox,linux,06/28/2023 23:10:30,02/04/2023 21:57:09,"[""blender accessories"", ""humidifier"", ""water heater parts"", ""refrigerator"", ""dehumidifier filters""]","[""vacuum cleaner"", ""dehumidifier filters"", ""rice cooker parts""]",slow cooker parts,07/01/2024,2025-07-31 16:57:57,1,1675.3
Ivy,Bob,ivybob@gmail.com,wcD7jxj7M9xx9LzT,3149813944,10/22/1989,65 hours 59 minutes 19 seconds,regular,false,credit_card,"[""I am very happy with the way that this baking sheets has changed my life.""]",228.118.153.73,"LAT: -27, LONG: 153",ios,safari,ios,01/24/2023 20:54:06,08/25/2024 11:29:15,"[""shoe laces"", ""casual shoes"", ""slippers"", ""shoehorn"", ""flip flops""]","[""boot shaper"", ""shoe laces"", ""ankle boots""]",waterproof spray,07/01/2024,2025-07-31 16:57:57,1,239.28
Ora,Laqua,oralaqua@yahoo.com,PwqkDoPqn6vEfLlT,5413929899,12/23/1968,78 hours 36 minutes 4 seconds,regular,true,stripe,"[""I am very frustrated with the Customer Service, they kept dropping my calls vacuum cleaner accessories."", ""I am cannot believe my eyes when I saw this skincare set. I am very happy with this skincare set"", ""I am very happy with the way that this jeans has changed my life."", ""I am very happy with barbell set, it has changed my life."", ""I am very frustrated with the Customer Service, they kept dropping my calls video game console accessories.""]",170.149.16.87,"LAT: -42, LONG: -97",ios,firefox,ios,12/29/2023 11:11:33,11/15/2022 07:41:07,"[""arch support"", ""sandals"", ""slippers"", ""casual shoes""]","[""boot shaper"", ""slipper socks"", ""waterproof spray"", ""arch support""]",sneakers,07/01/2024,2025-07-31 16:57:57,1,1372.48
Nia,Deyara,niadeyara@gmail.com,ZrDzbGqNWkCoX8jJ,6799776037,05/27/1962,59 hours 21 minutes 2 seconds,regular,true,paypal,"[""The way the sports towel has changed my life, I could not believe my eyes when I saw this sports towel!""]",29.13.123.40,"LAT: -54, LONG: -48",android,firefox,android,08/02/2022 07:07:34,03/11/2022 09:39:18,"[""casual shoes"", ""shoe storage"", ""shoe care kit""]","[""shoehorn"", ""shoe polish"", ""sneakers"", ""dress shoes"", ""waterproof spray""]",boots,07/01/2024,2025-07-31 16:57:57,0,0
Abe,Osia,abeosia@gmail.com,1PUjOTWZq8jh08DR,9380090202,08/06/1992,54 hours 27 minutes 56 seconds,regular,true,stripe,"[""I want to thank you for this espresso machine, it has changed my life. I am very happy with this espresso machine!"", ""I am very happy with sneakers, it has changed my life."", ""Wow I cannot believe this pet flea and tick treatment"", ""I am very happy with pet scratching post, it has changed my life."", ""I am very happy with the way that this microwave oven accessories""]",68.136.53.102,"LAT: -78, LONG: -156",ios,firefox,ios,03/18/2024 18:08:18,12/15/2023 13:24:50,"[""cutting board"", ""ladle"", ""oven mitts"", ""spatula""]","[""kitchen utensils set""]",baking sheets,07/01/2024,2025-07-31 16:57:57,0,0
Jay,Vongraceley,jayvongraceley@hotmail.com,XOiyC0L3dkn2EcAv,6123228850,03/20/1976,23 hours 13 minutes 43 seconds,regular,true,stripe,"[""I am very happy with pet food dispenser"", ""My son bought this rice cooker and he has been telling me how happy he is with this rice cooker!"", ""The amount of time I have save using this photography book is amazing! I am very happy with this photography book""]",229.118.115.30,"LAT: -20, LONG: -122",unknown,chrome,linux,04/11/2023 17:51:34,08/22/2024 14:09:24,"[""shaving kit"", ""hair clips"", ""beard grooming kit""]","[""eyebrow pencil"", ""perfume"", ""shower gel""]",lip gloss,07/01/2024,2025-07-31 16:57:57,0,0
Finn,Xia,finnxia@gmail.com,rElq6ET8mhKvJdp6,8869097138,04/07/1962,111 hours 41 minutes 26 seconds,free-trial,true,credit_card,"[""I am very happy with the way that this wardrobe has changed the very way that I live."", ""The amount of time I have save using this stove is amazing! I am very happy with this stove""]",55.139.245.96,"LAT: -75, LONG: -124",unknown,chrome,linux,07/31/2024 22:58:15,06/10/2024 03:37:34,"[""gaming console"", ""4K TV"", ""webcam""]","[""robot vacuum accessories"", ""gaming mouse"", ""action camera""]",robot vacuum accessories,07/01/2024,2025-07-31 16:57:57,0,0
Oona,Styaraton,oonastyaraton@gmail.com,2bkWQtc6Dbs2RjEU,1192225871,09/20/1992,22 hours 37 minutes 47 seconds,regular,true,paypal,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this ankle weights.""]",129.205.10.47,"LAT: 43, LONG: -154",windows,safari,windows,06/23/2024 08:45:47,03/10/2024 16:56:34,"[""shower gel""]","[""cosmetic organizer"", ""bathrobe"", ""eyelash curler"", ""facial cleansing brush""]",facial cleansing brush,07/01/2024,2025-07-31 16:57:57,0,0
