first_name,last_name,email,password_hash,phone_number,date_of_birth,time_on_app,user_type,is_active,last_payment_method,reviews,last_ip,last_coordinates,last_device,last_browser,last_os,last_login,last_logout,in_cart,wishlist,last_search,created_date,generated_at,purchase_count,total_spent
Mia,Vanxia,miavanxia@hotmail.com,9XSQoxvqIKMTaLbK,5814165870,07/27/1972,26 hours 19 minutes 59 seconds,free-trial,true,paypal,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this board game storage."", ""I am very happy with the way that this action figure storage has changed the very way that I live."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this spatula."", ""I am very dissatisfied with this ceramic cookware."", ""The way the puzzle storage has changed my life, I could not believe my eyes when I saw this puzzle storage!""]",138.33.210.46,"LAT: -53, LONG: -153",ios,safari,ios,07/26/2023 08:31:21,10/27/2022 00:48:41,"[""slippers""]","[""cotton pads""]",perfume,03/01/2023,2025-07-31 16:57:57,3,2761.2799999999997
Peter,Lejen,peterlejen@aol.com,k2q1gXIZy1CDsAG7,4775232678,08/27/1955,113 hours 35 minutes 26 seconds,regular,true,credit_card,"[""I am very happy with the way that this shoe storage has changed my life."", ""I am very satisfied with this sectional sofa covers"", ""I want to thank you for this desk organizers, it has changed my life. I am very happy with this desk organizers!"", ""I am very happy with the way that this pet toys set has changed the very way that I live."", ""I want to thank you for this blender, it has changed my life. I am very happy with this blender!""]",92.237.156.249,"LAT: 51, LONG: 180",unknown,firefox,unknown,05/14/2024 12:39:53,10/25/2023 10:58:21,"[""slow cooker"", ""oven mitts""]","[""kitchen scale"", ""peeler"", ""spatula""]",ceramic cookware,03/01/2023,2025-07-31 16:57:57,3,2275.82
Tia,Diemma,tiadiemma@hotmail.com,oRsW39tX3DQ5DeTQ,8603950145,06/14/1951,41 hours 59 minutes 10 seconds,premium,true,paypal,"[""I love this desk."", ""I am very frustrated with the Customer Service, they kept dropping my calls casual shoes."", ""I am very dissatisfied with the way that this romance novel."", ""I am very happy with the way that this toy organizers has changed the very way that I live."", ""The way the pet harness has changed my life, I could not believe my eyes when I saw this pet harness!""]",241.177.25.212,"LAT: -79, LONG: 98",windows,firefox,windows,08/31/2023 23:58:53,06/09/2023 10:27:20,"[""grater"", ""cutting board set"", ""pressure cooker"", ""cookware set"", ""kitchen utensils set""]","[""measuring cups"", ""colander""]",tongs,03/01/2023,2025-07-31 16:57:57,1,46.71
Xander,Dora,xanderdora@outlook.com,HNhcIKchLKODNyls,1517085502,09/01/2004,14 hours 47 minutes 36 seconds,free-trial,true,stripe,"[""I am very frustrated with the Customer Service, they kept dropping my calls robot vacuum accessories.""]",53.188.29.67,"LAT: -65, LONG: 22",android,firefox,android,09/02/2023 14:58:26,02/24/2024 13:42:11,"[""pet carrier accessories""]","[""pet carrier accessories"", ""pet brush""]",pet food storage container,03/01/2023,2025-07-31 16:57:57,1,220.08
Lia,Elpax,liaelpax@yahoo.com,FZFVRocWmhI1bEp1,7997415906,09/20/1956,53 hours 47 minutes 23 seconds,premium,false,credit_card,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this dehumidifier."", ""I am very happy with the way that this sports watch"", ""I am very frustrated with the Customer Service, they kept dropping my calls pet toys."", ""My son bought this and he is very happy with this pet training treats""]",104.33.194.186,"LAT: 62, LONG: -105",unknown,chrome,MacOS,01/31/2022 16:13:56,05/29/2023 06:31:01,"[""arts and crafts storage"", ""board game storage"", ""educational toys"", ""toy storage bins"", ""action figure storage""]","[""science kits"", ""video game console accessories"", ""remote control car""]",toy boxes,03/01/2023,2025-07-31 16:57:57,0,0
Uma,Lafinnley,umalafinnley@outlook.com,dUY8sRh2LT8IMf9i,5328490507,11/05/1971,72 hours 45 minutes 36 seconds,regular,true,paypal,"[""I am very dissatisfied with this rice cooker."", ""I am not satisfied with this coffee maker."", ""My son bought this camera tripod and he has been telling me how happy he is with this camera tripod!""]",178.96.222.245,"LAT: -51, LONG: 95",ios,safari,ios,10/15/2022 23:24:48,02/09/2022 23:23:34,"[""casual shoes"", ""shoe storage"", ""ballet flats"", ""wedge sandals""]","[""slippers"", ""sneaker cleaner""]",flip flops,03/01/2023,2025-07-31 16:57:57,6,4931.979999999999
Mark,Vonuma,markvonuma@aol.com,16IaxJmaSv7cB3v4,3086818702,06/26/2001,89 hours 3 minutes 58 seconds,regular,true,credit_card,"[""I am very dissatisfied with how this performs compared to the last version of this printer."", ""I am very dissatisfied with this dehumidifier.""]",195.7.238.115,"LAT: -83, LONG: 124",unknown,safari,unknown,10/24/2024 17:51:16,09/24/2024 07:44:37,"[""suit"", ""activewear set""]","[""dress shirt"", ""socks""]",loungewear,03/01/2023,2025-07-31 16:57:57,1,122.29
Moe,Ria,moeria@aol.com,1gGTqPOACDSzM9aM,8308771612,02/14/1991,93 hours 15 minutes 38 seconds,regular,true,credit_card,"[""I am very happy the way that this sweater"", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this dollhouse accessories.""]",247.29.198.53,"LAT: -35, LONG: 117",ios,firefox,ios,05/26/2024 03:08:06,01/08/2023 07:47:51,"[""facial tissues"", ""shower gel"", ""hand cream"", ""makeup bag""]","[""curling iron"", ""hair clips""]",shaving kit,03/01/2023,2025-07-31 16:57:57,3,647.87
Cal,Mcoonasen,calmcoonasen@protonmail.com,boStiFNefsC4Gn6e,4943348465,10/30/1950,37 hours 30 minutes 8 seconds,regular,true,credit_card,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this espresso machine.""]",116.23.240.178,"LAT: 87, LONG: 80",windows,firefox,windows,12/19/2022 12:28:58,11/12/2022 21:23:16,"[""hairbrush"", ""hair care set"", ""travel toiletry bag"", ""nail polish set"", ""eyelash curler""]","[""makeup brushes"", ""hair care set""]",makeup brushes,03/01/2023,2025-07-31 16:57:57,6,8825.08
Kate,Luna,kateluna@icloud.com,OK43NmaVqjjEtbWO,6205391344,08/06/1975,81 hours 7 minutes 46 seconds,free-trial,true,paypal,"[""I am very happy the way that this basketball hoop"", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this boot shaper.""]",7.13.43.229,"LAT: -9, LONG: 162",android,safari,android,04/13/2024 03:32:15,11/22/2024 08:13:57,"[""activewear set"", ""dress""]","[""sweater"", ""dress"", ""loungewear""]",winter coat,03/01/2023,2025-07-31 16:57:57,0,0
