first_name,last_name,email,password_hash,phone_number,date_of_birth,time_on_app,user_type,is_active,last_payment_method,reviews,last_ip,last_coordinates,last_device,last_browser,last_os,last_login,last_logout,in_cart,wishlist,last_search,created_date,generated_at,purchase_count,total_spent
Kai,Qua,kaiqua@yahoo.com,1wwk5gq7G6rV5rVq,1296706724,07/02/1957,75 hours 43 minutes 28 seconds,free-trial,true,paypal,"[""I am very dissatisfied with this gaming headset."", ""I am very happy with this gaming chair cushions""]",183.50.15.19,"LAT: 16, LONG: -120",unknown,chrome,unknown,11/07/2022 01:52:38,09/30/2024 06:52:59,"[""hiking boots"", ""ankle boots""]","[""ankle boots"", ""shoehorn""]",arch support,10/01/2023,2025-07-31 16:57:57,0,0
Grace,Jay,gracejay@icloud.com,9gNq1LYsuFEbpPJv,0610198865,07/26/1969,88 hours 37 minutes 8 seconds,regular,true,credit_card,"[""The way the book display stand has changed my life, I could not believe my eyes when I saw this book display stand!""]",234.2.103.240,"LAT: 86, LONG: -98",windows,chrome,windows,06/05/2022 17:41:27,01/09/2022 06:33:49,"[""monitor stand"", ""monitor""]","[""camera tripod"", ""smartwatch band"", ""monitor"", ""smart home hub""]",camera,10/01/2023,2025-07-31 16:57:57,0,0
Jay,Saintcharlie,jaysaintcharlie@icloud.com,mcRFKcDekOPZbyXH,5344053807,01/12/1991,37 hours 24 minutes 23 seconds,free-trial,true,stripe,"[""I am very happy with this pet training pads""]",76.30.77.117,"LAT: -59, LONG: -66",windows,safari,windows,03/20/2024 01:17:12,11/26/2023 05:39:02,"[""slow cooker"", ""apron"", ""non-stick cookware"", ""peeler"", ""measuring cups""]","[""cookware set"", ""oven mitts"", ""food processor""]",cutting board set,10/01/2023,2025-07-31 16:57:57,2,1950.5500000000002
Kyle,Bob,kylebob@hotmail.com,zKDjTs4NxDDWKVDl,1647341667,06/12/1989,58 hours 54 minutes 14 seconds,premium,true,credit_card,"[""I am cannot believe my eyes when I saw this pet collar. I am very happy with this pet collar"", ""The way this ankle weights has changed my life, I could not believe my eyes when I saw this ankle weights!""]",184.227.91.84,"LAT: 51, LONG: -123",unknown,chrome,MacOS,03/15/2024 19:38:06,08/05/2023 00:55:10,"[""baking sheets"", ""kitchen gadgets set"", ""cast iron skillet""]","[""whisk""]",espresso machine,10/01/2023,2025-07-31 16:57:57,1,7759.03
Ike,Wendy,ikewendy@aol.com,pFekiyOaHJlI7oiC,7407058818,02/13/1971,112 hours 3 minutes 37 seconds,premium,false,stripe,"[""My son bought this washing machine and he has been telling me how happy he is with this washing machine!""]",196.255.207.152,"LAT: 83, LONG: 79",unknown,firefox,linux,01/08/2022 13:26:36,04/19/2022 06:55:22,"[""waterproof spray"", ""hiking boots""]","[""shoe laces"", ""shoe polish"", ""slippers"", ""flip flops""]",sneakers,10/01/2023,2025-07-31 16:57:57,1,602.03
Frank,Lakyle,franklakyle@icloud.com,QFLmxh95WYpW3PId,5503764604,06/13/1963,28 hours 19 minutes 37 seconds,free-trial,true,stripe,"[""I am not satisfied with this gaming keyboard.""]",165.166.243.183,"LAT: -86, LONG: 158",unknown,safari,MacOS,01/02/2023 07:45:11,05/06/2022 09:35:50,"[""dehumidifier"", ""oven""]","[""dishwasher"", ""blender accessories"", ""washing machine""]",dishwasher,10/01/2023,2025-07-31 16:57:57,1,299.58
Max,Stdora,maxstdora@outlook.com,hyU8VUtqgjDOP7IQ,0532447459,07/16/2002,57 hours 18 minutes 56 seconds,regular,true,credit_card,"[""The way this home security system has changed my life, I could not believe my eyes when I saw this home security system!"", ""I am very happy with this microwave oven"", ""I am very happy with the way that this tablet has changed my life.""]",210.242.71.221,"LAT: 32, LONG: -56",windows,safari,windows,05/15/2022 14:29:12,04/16/2022 17:19:41,"[""whisk"", ""measuring spoons""]","[""kitchen knife set"", ""baking set"", ""measuring spoons"", ""baking sheets""]",kitchen gadgets set,10/01/2023,2025-07-31 16:57:57,0,0
Amber,Jaketon,amberjaketon@gmail.com,nl7jARNBspHQRuAk,0278862629,05/23/1984,106 hours 28 minutes 15 seconds,premium,true,stripe,"[""I am not satisfied with this robot building kit."", ""I am very frustrated with the Customer Service, they kept dropping my calls VR headset.""]",0.147.107.98,"LAT: -46, LONG: -95",ios,safari,ios,05/18/2023 11:57:34,12/01/2024 18:55:38,"[""history book""]","[""bookshelf organizers"", ""young adult novel""]",thriller novel,10/01/2023,2025-07-31 16:57:57,4,3529.98
Quo,Leeve,quoleeve@outlook.com,qwFY0reeIHTsKsjX,1990402909,01/17/1959,43 hours 6 minutes 10 seconds,regular,true,credit_card,"[""Wow I cannot believe this air purifier filters""]",126.61.134.84,"LAT: 65, LONG: -21",unknown,firefox,linux,02/18/2023 09:31:22,09/22/2023 19:31:37,"[""dining table""]","[""garden bench"", ""storage ottoman""]",gaming chair cushions,10/01/2023,2025-07-31 16:57:57,0,0
Paul,Uma,pauluma@yahoo.com,GIbY0NShxnVcLnGr,3536521991,10/19/1980,113 hours 9 minutes 2 seconds,regular,true,stripe,"[""I am very frustrated with the Customer Service, they kept dropping my calls tablet case."", ""I am very dissatisfied with the way that this parka has changed my life.""]",202.107.54.236,"LAT: -43, LONG: 98",ios,safari,ios,02/06/2022 12:41:06,02/01/2022 03:18:54,"[""smartwatch band"", ""action camera"", ""wireless mouse"", ""bluetooth speaker"", ""home security system""]","[""drone accessories"", ""keyboard""]",smart home device,10/01/2023,2025-07-31 16:57:57,3,4005.8
