first_name,last_name,email,password_hash,phone_number,date_of_birth,time_on_app,user_type,is_active,last_payment_method,reviews,last_ip,last_coordinates,last_device,last_browser,last_os,last_login,last_logout,in_cart,wishlist,last_search,created_date,generated_at,purchase_count,total_spent
Amber,Vonbeaton,ambervonbeaton@gmail.com,l1amMzDiVMA3WqEg,5544049773,07/12/1984,115 hours 30 minutes 19 seconds,premium,true,paypal,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this bar stools.""]",233.106.153.8,"LAT: 78, LONG: 12",android,safari,android,07/29/2022 15:04:38,05/29/2022 03:11:41,"[""rice cooker"", ""measuring cups""]","[""pressure cooker"", ""peeler""]",blender,12/01/2024,2025-07-31 16:57:57,2,11488.61
Kate,Stxia,katestxia@gmail.com,dQqtUm8L7wm10isJ,8074980080,05/31/2001,93 hours 15 minutes 45 seconds,admin,true,credit_card,"[""I am very happy the way that this rice cooker"", ""Wow this is an amazing bookends."", ""The way this coffee table books has changed my life, I could not believe my eyes when I saw this coffee table books!"", ""I am very happy with this hoodie"", ""The amount of time I have save using this bicycle is amazing! I am very happy with this bicycle""]",117.96.108.107,"LAT: 9, LONG: -167",android,chrome,android,05/21/2022 12:40:57,05/27/2023 12:31:35,"[""dehumidifier filters"", ""stove"", ""microwave oven accessories""]","[""blender accessories"", ""washing machine"", ""microwave oven accessories"", ""slow cooker""]",refrigerator,12/01/2024,2025-07-31 16:57:57,1,14632.29
Zed,Ofaye,zedofaye@yahoo.com,rHZLrKn6RNlX7QjN,1063090544,09/18/1985,58 hours 0 minutes 46 seconds,regular,true,credit_card,"[""I am very happy with the way that this young adult novel has changed the very way that I live."", ""The way the pet crate has changed my life, I could not believe my eyes when I saw this pet crate!"", ""I am not satisfied with this microwave oven."", ""I am very happy with the way that this yoga mat has changed my life."", ""I am very happy with underwear, it has changed my life.""]",96.122.73.30,"LAT: 47, LONG: -116",unknown,safari,unknown,11/08/2022 06:36:08,05/04/2022 02:52:04,"[""winter coat"", ""socks"", ""underwear"", ""sweatshirt"", ""loungewear""]","[""loungewear"", ""suit"", ""activewear set"", ""underwear"", ""blazer""]",dress,12/01/2024,2025-07-31 16:57:57,0,0
John,Ryan,johnryan@protonmail.com,812Ymjtva0q2s0zL,7126974893,11/08/1968,111 hours 58 minutes 5 seconds,regular,true,paypal,"[""I am very frustrated with the Customer Service, they kept dropping my calls arts and crafts kits."", ""I am very frustrated with the Customer Service, they kept dropping my calls sweater."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this young adult novel."", ""I am very happy with wrist wraps, it has changed my life.""]",246.230.100.191,"LAT: -27, LONG: 144",windows,safari,windows,12/27/2024 01:45:45,06/10/2023 04:51:07,"[""monitor stand"", ""laptop"", ""robot vacuum accessories"", ""smart light bulb"", ""camera tripod""]","[""home security system"", ""drone accessories"", ""e-reader"", ""microphone"", ""phone case""]",headphones,12/01/2024,2025-07-31 16:57:57,3,4225.22
Nia,Owen,niaowen@outlook.com,wD6flzbxEr2D3czd,5120678598,07/02/1989,106 hours 18 minutes 37 seconds,premium,true,credit_card,"[""Well worth the money on this boots"", ""I am very happy with the way that this can opener has changed my life."", ""I am very frustrated with the Customer Service, they kept dropping my calls rice cooker."", ""I am very happy with the way that this air conditioner""]",81.78.14.193,"LAT: -6, LONG: -152",ios,firefox,ios,10/20/2024 06:51:44,10/31/2023 16:24:54,"[""basketball hoop"", ""rowing machine"", ""treadmill"", ""exercise bike"", ""golf clubs""]","[""baseball bat"", ""ankle weights"", ""exercise ball""]",exercise mat,12/01/2024,2025-07-31 16:57:57,2,3783.25
Vic,Amber,vicamber@hotmail.com,QNht2hNWqWLMJ1R1,0617920586,02/02/1983,46 hours 32 minutes 34 seconds,regular,true,stripe,"[""I want to thank you for this rice cooker, it has changed my life. I am very happy with this rice cooker!""]",73.115.40.157,"LAT: 50, LONG: -130",unknown,safari,MacOS,02/15/2023 10:32:37,02/19/2023 05:50:00,"[""can opener"", ""air fryer""]","[""cutting board""]",blender,12/01/2024,2025-07-31 16:57:57,0,0
Zia,Vanziason,ziavanziason@outlook.com,VjX45JCBTgLqhEon,3804587361,05/04/1993,123 hours 55 minutes 11 seconds,regular,true,stripe,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this kettlebell set."", ""I love this smartwatch band."", ""I am very excited to try out this shaving kit. I have heard some many positive things!"", ""I love this food processor.""]",54.163.18.205,"LAT: -89, LONG: 81",ios,chrome,ios,09/03/2024 06:51:25,01/24/2024 12:43:11,"[""educational toy storage"", ""stuffed animals"", ""dollhouse accessories""]","[""musical instrument storage""]",board game storage,12/01/2024,2025-07-31 16:57:57,0,0
Bud,Charlieton,budcharlieton@gmail.com,2RCZJbrMFEaReeq4,4074947879,04/27/1975,82 hours 14 minutes 58 seconds,regular,true,stripe,"[""I am very satisfied with this pet odor eliminator"", ""I am very happy with coat"", ""Well worth the money on this yoga blocks"", ""I am very satisfied with this smart lock""]",229.181.215.212,"LAT: -59, LONG: 23",ios,firefox,ios,07/30/2022 10:37:35,02/27/2024 21:05:09,"[""pet scratching post"", ""pet shampoo"", ""pet waste bags"", ""pet first aid kit"", ""pet carrier""]","[""pet feeding mat"", ""pet leash"", ""pet travel bag"", ""pet grooming gloves"", ""pet food dispenser""]",pet nail clippers,12/01/2024,2025-07-31 16:57:57,3,11440.95
Ora,Mcfayeley,oramcfayeley@yahoo.com,1qxwG9HfD6DT7qc8,5934665635,06/23/1995,121 hours 26 minutes 5 seconds,regular,false,stripe,"[""I am very happy with this slow cooker parts"", ""The way this running shoes has changed my life, I could not believe my eyes when I saw this running shoes!""]",190.29.146.195,"LAT: 30, LONG: 169",android,safari,android,03/20/2024 06:09:42,12/17/2024 21:29:56,"[""yoga blocks"", ""sports socks""]","[""gym bag"", ""kettlebell set""]",kettlebell set,12/01/2024,2025-07-31 16:57:57,0,0
Gus,Saintmark,gussaintmark@yahoo.com,l4jvC0Lbc0loJ2CJ,9406373403,12/01/1957,98 hours 9 minutes 13 seconds,regular,true,stripe,"[""I am very happy the way that this arts and crafts kits"", ""I am very happy with the way that this shoehorn has changed my life.""]",23.100.233.199,"LAT: -74, LONG: -121",unknown,chrome,unknown,07/19/2022 16:59:56,11/18/2022 10:26:12,"[""exercise mat"", ""rowing machine"", ""dumbbell set"", ""wrist wraps""]","[""sports watch"", ""jump rope""]",treadmill,12/01/2024,2025-07-31 16:57:57,0,0
