first_name,last_name,email,password_hash,phone_number,date_of_birth,time_on_app,user_type,is_active,last_payment_method,reviews,last_ip,last_coordinates,last_device,last_browser,last_os,last_login,last_logout,in_cart,wishlist,last_search,created_date,generated_at,purchase_count,total_spent
Udo,Xan,udoxan@aol.com,zcIa7zoqIhSdVsdU,8122669393,02/04/1998,33 hours 28 minutes 34 seconds,free-trial,true,credit_card,"[""I am very excited to try out this jeans. I have heard some many positive things!"", ""I am very excited to try out this children's book. I have heard some many positive things!"", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this barbell set.""]",199.86.127.73,"LAT: -82, LONG: -66",android,firefox,android,06/29/2024 02:46:02,06/01/2022 04:57:38,"[""running shoes""]","[""heels"", ""insoles""]",casual shoes,03/01/2024,2025-07-31 16:57:57,3,1676.48
Lia,Elabe,liaelabe@outlook.com,GLkVpRtLrwf5qa5C,2278131419,01/13/1968,88 hours 0 minutes 25 seconds,regular,true,paypal,"[""I am very dissatisfied with the way that this pet harness."", ""Well worth the money on this gaming laptop"", ""My son bought this nail clippers and he has been telling me how happy he is with this nail clippers!"", ""My son bought this pet comb and he has been telling me how happy he is with this pet comb!"", ""Wow I cannot believe this exercise resistance bands""]",11.146.116.147,"LAT: -59, LONG: 125",unknown,chrome,unknown,02/25/2024 19:35:28,09/04/2022 08:04:36,"[""keyboard"", ""robot vacuum cleaner""]","[""printer"", ""bluetooth speaker""]",action camera,03/01/2024,2025-07-31 16:57:57,0,0
Luna,Liam,lunaliam@yahoo.com,0yS0RECBTfUH7mMw,7157394850,03/03/1999,77 hours 32 minutes 6 seconds,admin,false,stripe,"[""I am very happy with the way that this t-shirt has changed the very way that I live."", ""I am very frustrated with the Customer Service, they kept dropping my calls pet nail clippers."", ""Well worth the money on this remote control toy storage"", ""My son bought this and he is very happy with this accessories"", ""I love this shoe storage.""]",47.203.247.29,"LAT: 0, LONG: -173",unknown,chrome,MacOS,07/08/2024 13:42:37,11/17/2023 09:17:54,"[""poetry collection"", ""self-help book"", ""young adult novel"", ""bookshelf organizers""]","[""art book"", ""graphic novel"", ""mystery novel"", ""history book"", ""book storage box""]",textbook,03/01/2024,2025-07-31 16:57:57,3,2920.63
Jane,Vonolason,janevonolason@yahoo.com,X08VcoQq8cM4rIeb,7899423382,11/05/1985,91 hours 47 minutes 37 seconds,premium,true,credit_card,"[""My son bought this jeans and he has been telling me how happy he is with this jeans!""]",254.213.83.50,"LAT: 5, LONG: 52",android,chrome,android,04/08/2023 02:04:54,01/11/2024 13:38:58,"[""book storage box""]","[""mystery novel""]",book display stand,03/01/2024,2025-07-31 16:57:57,0,0
Moe,Deliam,moedeliam@hotmail.com,15noK7dWoU1RkHgK,7573722338,07/22/1967,38 hours 6 minutes 45 seconds,premium,true,paypal,"[""I am very satisfied with this water heater"", ""I could not believe how rude the Customer service agent was. I am very dissatisfied with this shoe organizer."", ""I am not satisfied with this apron."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this sandals."", ""The amount of time I have save using this kitchen utensils set is amazing! I am very happy with this kitchen utensils set""]",118.228.195.58,"LAT: -5, LONG: -48",android,chrome,android,03/21/2022 03:16:01,04/20/2022 15:24:33,"[""self-help book"", ""bookends"", ""art book"", ""young adult novel"", ""romance novel""]","[""fantasy novel"", ""graphic novel""]",fantasy novel,03/01/2024,2025-07-31 16:57:57,4,9607.460000000001
Qua,Charlieley,quacharlieley@outlook.com,UivQNzSsMvoH92xV,7868170326,01/10/2004,19 hours 14 minutes 40 seconds,regular,false,paypal,"[""I am very happy with pet crate accessories"", ""I am very satisfied with this boot shaper"", ""The way this pet nail clippers has changed my life, I could not believe my eyes when I saw this pet nail clippers!"", ""I am very excited to try out this pet toys set. I have heard some many positive things!"", ""I want to thank you for this heel grips, it has changed my life. I am very happy with this heel grips!""]",26.165.232.94,"LAT: 60, LONG: 6",ios,firefox,ios,09/11/2022 19:37:49,02/08/2023 14:58:53,"[""shoehorn"", ""loafers"", ""slippers"", ""running shoes"", ""arch support""]","[""boots""]",shoe care kit,03/01/2024,2025-07-31 16:57:57,1,50.17
Hank,Labella,hanklabella@icloud.com,i7O0GwrgIIE7xRKS,4355279527,10/26/1998,99 hours 41 minutes 27 seconds,premium,true,paypal,"[""I want to thank you for this vacuum cleaner accessories, it has changed my life. I am very happy with this vacuum cleaner accessories!"", ""I am very happy with the way that this nail clippers has changed the very way that I live.""]",101.25.207.144,"LAT: 77, LONG: 115",windows,safari,windows,10/26/2024 21:51:34,10/10/2022 10:09:44,"[""pilates reformer""]","[""yoga blocks""]",sports watch,03/01/2024,2025-07-31 16:57:57,0,0
Hank,Oora,hankoora@yahoo.com,L5MQRsIDUqci2pi8,3734252150,02/23/1965,48 hours 35 minutes 34 seconds,premium,true,stripe,"[""I am very dissatisfied with this hockey stick."", ""Well worth the money on this tweezers"", ""Well worth the money on this photography book"", ""I am very frustrated with the Customer Service, they kept dropping my calls. I just want to return this mixing bowls.""]",63.237.38.199,"LAT: 79, LONG: 120",ios,safari,ios,01/31/2024 08:27:25,07/13/2023 19:07:58,"[""exercise resistance bands""]","[""soccer goal""]",foam roller,03/01/2024,2025-07-31 16:57:57,10,19158.69
Sia,Fay,siafay@gmail.com,9Hvd8KGLEcyKSaC0,4691887067,11/20/1986,29 hours 45 minutes 5 seconds,premium,true,credit_card,"[""I am very happy with the way that this toy organizers has changed the very way that I live.""]",194.189.0.62,"LAT: -37, LONG: -168",ios,firefox,ios,06/17/2023 20:12:08,01/04/2022 03:22:59,"[""whisk"", ""toaster oven"", ""food processor""]","[""ladle""]",non-stick cookware,03/01/2024,2025-07-31 16:57:57,0,0
Tim,Mcmiaton,timmcmiaton@hotmail.com,4iCfuknKJCl0lD4h,1429804181,08/15/1991,21 hours 55 minutes 1 seconds,premium,true,credit_card,"[""My son bought this pet scratching post and he has been telling me how happy he is with this pet scratching post!""]",157.74.5.186,"LAT: 81, LONG: -4",ios,firefox,ios,07/26/2024 08:10:07,03/26/2022 14:04:20,"[""VR headset"", ""laptop stand"", ""phone case"", ""gaming headset"", ""wireless mouse""]","[""tablet stylus"", ""smartwatch""]",gaming console,03/01/2024,2025-07-31 16:57:57,9,1998.96
