first_name,last_name,email,password_hash,phone_number,date_of_birth,time_on_app,user_type,is_active,last_payment_method,reviews,last_ip,last_coordinates,last_device,last_browser,last_os,last_login,last_logout,in_cart,wishlist,last_search,created_date,generated_at,purchase_count,total_spent
Rita,Xia,ritaxia@hotmail.com,K9TmbMuAotKtUPin,4209666234,08/15/1980,118 hours 58 minutes 13 seconds,regular,false,credit_card,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this yoga mat."", ""I am very happy with cutting board set, it has changed my life.""]",246.219.70.234,"LAT: -7, LONG: 178",windows,safari,windows,10/19/2023 18:55:45,10/03/2023 05:01:36,"[""hand cream"", ""nail file"", ""hairbrush"", ""face mask"", ""facial cleansing brush""]","[""hand cream"", ""makeup remover wipes"", ""hairbrush"", ""hair ties"", ""hair straightener""]",comb,11/01/2023,2025-07-31 16:57:57,0,0
Viv,Oraley,vivoraley@gmail.com,di4sSVpXpIdg4uow,0884623447,12/13/1992,34 hours 41 minutes 7 seconds,premium,true,paypal,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this slotted spoon."", ""The way the office chair has changed my life, I could not believe my eyes when I saw this office chair!""]",177.107.227.244,"LAT: 34, LONG: 104",unknown,safari,MacOS,09/18/2023 13:04:29,12/30/2024 18:10:19,"[""fitness tracker band""]","[""laptop"", ""gaming console""]",tablet case,11/01/2023,2025-07-31 16:57:57,5,9596.21
Bud,Kara,budkara@hotmail.com,bcOlnDl32szdWsO8,0381633468,05/19/1960,23 hours 30 minutes 10 seconds,premium,true,credit_card,"[""I am very happy with pet grooming wipes, it has changed my life."", ""I am very satisfied with this hair clips"", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this shoe polish."", ""I am very happy the way that this blazer"", ""I am very happy with the way that this USB flash drive has changed the very way that I live.""]",125.113.87.255,"LAT: -56, LONG: -177",android,chrome,android,02/18/2024 15:03:48,01/05/2024 14:29:26,"[""gaming console""]","[""smartwatch"", ""gaming keyboard"", ""smart light bulb"", ""phone case"", ""camera""]",laptop stand,11/01/2023,2025-07-31 16:57:57,2,3301.87
Vince,Ray,vinceray@outlook.com,VmITCCWHymkykTxv,9625531394,11/15/1957,83 hours 3 minutes 27 seconds,regular,true,credit_card,"[""The amount of time I have save using this fantasy novel is amazing! I am very happy with this fantasy novel"", ""I am very happy with the way that this pet carrier has changed my life."", ""The way the measuring cups has changed my life, I could not believe my eyes when I saw this measuring cups!"", ""The amount of time I have save using this refrigerator is amazing! I am very happy with this refrigerator"", ""I am very happy the way that this smartwatch band""]",69.241.138.110,"LAT: 6, LONG: 166",ios,chrome,ios,06/24/2024 16:02:04,09/19/2024 22:11:33,"[""dollhouse"", ""remote control car"", ""educational toy storage""]","[""action figures"", ""board game storage"", ""trampoline accessories"", ""musical instrument storage"", ""toy organizers""]",educational toys,11/01/2023,2025-07-31 16:57:57,1,555.88
Kia,Mckai,kiamckai@yahoo.com,oI4eFzzL0UOAzTv5,6142128734,02/16/1958,46 hours 42 minutes 49 seconds,regular,true,stripe,"[""I am very happy with the way that this swimwear has changed the very way that I live."", ""The way this colander has changed my life, I could not believe my eyes when I saw this colander!"", ""My son bought this and he is very happy with this pet flea and tick treatment"", ""I am very happy with slow cooker"", ""Wow this is an amazing sports socks.""]",116.165.180.247,"LAT: 73, LONG: -3",android,safari,android,04/22/2024 08:43:18,11/17/2022 04:03:43,"[""stuffed animal storage"", ""play kitchen accessories"", ""arts and crafts kits""]","[""video game console""]",stuffed animal storage,11/01/2023,2025-07-31 16:57:57,0,0
Ben,Stoona,benstoona@protonmail.com,gBmMkjheKi7bJVXB,1078681906,12/23/2002,104 hours 31 minutes 48 seconds,regular,true,stripe,"[""My son bought this soccer goal and he has been telling me how happy he is with this soccer goal!"", ""I am cannot believe my eyes when I saw this blazer. I am very happy with this blazer""]",29.82.204.188,"LAT: -53, LONG: 164",windows,firefox,windows,07/27/2024 11:03:51,12/07/2024 18:35:36,"[""kitchen utensils set"", ""kitchen towels"", ""grater"", ""kitchen scale""]","[""kitchen knife set"", ""oven mitts"", ""coffee machine"", ""ladle"", ""whisk""]",kitchen knife set,11/01/2023,2025-07-31 16:57:57,0,0
Xan,Difrank,xandifrank@yahoo.com,Nch01fI4aquRrB5C,3023307163,03/22/1951,52 hours 58 minutes 21 seconds,regular,true,credit_card,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this smart speaker."", ""Wow I cannot believe this water heater parts"", ""I am very frustrated with the Customer Service, they kept dropping my calls hair straightener."", ""I am very frustrated with the Customer Service, they kept dropping my calls. I just want to return this electric kettle parts.""]",50.124.123.115,"LAT: 26, LONG: 63",windows,firefox,windows,12/16/2023 19:03:05,01/27/2022 19:13:12,"[""action figures"", ""play kitchen"", ""stuffed animal storage""]","[""dollhouse accessories"", ""educational toy storage"", ""educational toys"", ""science kits""]",stuffed animals,11/01/2023,2025-07-31 16:57:57,7,50309.42999999999
Viv,Ada,vivada@gmail.com,UXBlKRvg5TpKnnD6,1371354077,08/12/1953,107 hours 11 minutes 9 seconds,free-trial,false,paypal,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this toy organizers.""]",36.203.225.76,"LAT: -40, LONG: -149",android,firefox,android,02/21/2022 23:55:19,06/05/2023 07:46:54,"[""t-shirt"", ""dress"", ""parka"", ""sweater""]","[""swimwear""]",dress shirt,11/01/2023,2025-07-31 16:57:57,2,10422.15
Gia,Vanjen,giavanjen@aol.com,gRYBVtWsHXG8GzZi,2596747248,11/30/1961,16 hours 24 minutes 23 seconds,free-trial,true,credit_card,"[""I am very happy with the way that this sneakers"", ""The way the dining table has changed my life, I could not believe my eyes when I saw this dining table!"", ""I am very happy with lip gloss""]",175.100.135.210,"LAT: -74, LONG: -146",android,chrome,android,11/03/2022 06:35:20,01/13/2022 16:05:06,"[""sofa"", ""wardrobe"", ""gaming chair""]","[""console table"", ""coffee table books"", ""storage ottoman"", ""outdoor furniture set"", ""gaming chair cushions""]",office chair,11/01/2023,2025-07-31 16:57:57,0,0
Isla,Emmasen,islaemmasen@outlook.com,rfu8PdtwofV2L9Qr,1990502428,12/11/1973,51 hours 23 minutes 34 seconds,premium,false,credit_card,"[""I am very happy with science fiction novel"", ""The amount of time I have save using this tweezers is amazing! I am very happy with this tweezers"", ""The way the blender has changed my life, I could not believe my eyes when I saw this blender!""]",106.49.166.254,"LAT: -41, LONG: -108",unknown,firefox,unknown,10/14/2024 05:28:13,06/02/2024 20:57:15,"[""washing machine"", ""electric kettle parts"", ""rice cooker""]","[""washing machine"", ""humidifier"", ""vacuum cleaner""]",air conditioner,11/01/2023,2025-07-31 16:57:57,0,0
Ria,Oora,riaoora@hotmail.com,a5Ik5djVwByQwASp,2039955418,11/08/1950,35 hours 11 minutes 1 seconds,regular,true,paypal,"[""I am very dissatisfied with this parka.""]",160.108.141.201,"LAT: 88, LONG: 5",windows,chrome,windows,11/03/2024 22:53:47,11/29/2024 10:27:23,"[""self-help book"", ""young adult novel"", ""comic book"", ""mystery novel"", ""graphic novel""]","[""art book"", ""book storage box"", ""self-help book""]",biography,11/01/2023,2025-07-31 16:57:57,2,29396.489999999998
Jake,Ula,jakeula@hotmail.com,YIwJ5dVrxUaEssNE,5486303612,08/13/1979,105 hours 16 minutes 36 seconds,regular,true,stripe,"[""I am cannot believe my eyes when I saw this tweezers. I am very happy with this tweezers"", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this pet food storage container."", ""The amount of time I have save using this kitchen utensils set is amazing! I am very happy with this kitchen utensils set""]",214.224.4.254,"LAT: -19, LONG: -30",android,chrome,android,08/08/2024 00:04:33,02/23/2023 01:05:30,"[""pet grooming wipes"", ""pet water fountain"", ""pet flea and tick treatment"", ""pet shampoo"", ""pet training treats""]","[""pet dental care kit"", ""pet shampoo""]",pet training treats,11/01/2023,2025-07-31 16:57:57,0,0
Eve,Dimoe,evedimoe@gmail.com,JuqYaRPsY11wLSC2,8988881599,04/04/1982,48 hours 34 minutes 5 seconds,premium,true,paypal,"[""I want to thank you for this coffee table, it has changed my life. I am very happy with this coffee table!""]",29.84.164.68,"LAT: -34, LONG: 85",windows,firefox,windows,04/17/2022 21:26:48,04/20/2024 21:45:13,"[""microwave oven accessories"", ""washing machine"", ""electric kettle"", ""blender accessories""]","[""water heater parts""]",vacuum cleaner accessories,11/01/2023,2025-07-31 16:57:57,1,184.05
Kate,Voncara,katevoncara@protonmail.com,UqwoEzXPy13YeobQ,5042903904,11/07/1979,64 hours 52 minutes 4 seconds,regular,true,paypal,"[""I am very dissatisfied with how this performs compared to the last version of this book covers."", ""I am very happy with garden bench, it has changed my life."", ""I am very frustrated with the Customer Service, they kept dropping my calls gaming console."", ""I am very frustrated with the Customer Service, they kept dropping my calls tongs."", ""I am very dissatisfied with how this performs compared to the last version of this slippers.""]",171.23.121.48,"LAT: 64, LONG: 96",unknown,safari,unknown,07/06/2022 08:54:00,02/28/2023 10:01:16,"[""colander"", ""stand mixer"", ""oven mitts""]","[""can opener"", ""ceramic cookware"", ""grater"", ""whisk""]",mixing bowls,11/01/2023,2025-07-31 16:57:57,7,9537.67
