first_name,last_name,email,password_hash,phone_number,date_of_birth,time_on_app,user_type,is_active,last_payment_method,reviews,last_ip,last_coordinates,last_device,last_browser,last_os,last_login,last_logout,in_cart,wishlist,last_search,created_date,generated_at,purchase_count,total_spent
Gus,Mcbea,gusmcbea@outlook.com,weOn7cEfE5cRZcOe,0532938129,08/09/1982,18 hours 49 minutes 14 seconds,premium,true,stripe,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this photography book."", ""I love this gaming chair cushions.""]",194.155.247.18,"LAT: 3, LONG: 174",ios,firefox,ios,10/10/2022 12:25:35,03/11/2024 07:39:14,"[""recliner"", ""dining table accessories"", ""garden bench""]","[""bar stools"", ""sectional sofa"", ""bookshelf"", ""sofa covers"", ""dining table""]",recliner accessories,06/01/2024,2025-07-31 16:57:57,4,1598.76
Mia,Diyas,miadiyas@outlook.com,R8nGUtBz3hvPy1pN,4849663736,09/29/1989,30 hours 56 minutes 51 seconds,regular,true,paypal,"[""I am very happy with the way that this ballet flats has changed the very way that I live."", ""I hate this electric kettle."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this coffee maker."", ""I am very excited to try out this remote control toy storage. I have heard some many positive things!""]",248.143.17.134,"LAT: 45, LONG: 113",ios,chrome,ios,05/02/2022 10:12:01,05/23/2024 02:31:41,"[""parka"", ""t-shirt"", ""blazer""]","[""dress shirt"", ""coat"", ""pajamas""]",dress shirt,06/01/2024,2025-07-31 16:57:57,0,0
Gabe,Laoona,gabelaoona@yahoo.com,YPZBeFtkZlp48c25,0015972706,12/07/2003,61 hours 8 minutes 25 seconds,premium,true,credit_card,"[""I am very frustrated with the Customer Service, they kept dropping my calls monitor."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this dishwasher.""]",111.43.202.20,"LAT: 33, LONG: 115",windows,safari,windows,01/16/2023 16:12:10,08/13/2024 13:22:49,"[""slow cooker"", ""coffee maker"", ""electric kettle parts"", ""humidifier filters""]","[""slow cooker"", ""humidifier""]",stove,06/01/2024,2025-07-31 16:57:57,2,458.83
Vic,Eve,viceve@outlook.com,1MG8deiRXaufJzSZ,4211844000,06/23/1979,53 hours 13 minutes 44 seconds,regular,true,stripe,"[""I am very frustrated with the Customer Service, they kept dropping my calls foam roller."", ""I am very happy with the way that this coat"", ""My son bought this book storage box and he has been telling me how happy he is with this book storage box!""]",212.166.217.178,"LAT: -64, LONG: -93",windows,firefox,windows,07/01/2022 20:52:30,11/11/2022 03:54:59,"[""hand cream"", ""slippers""]","[""makeup bag"", ""slippers"", ""comb""]",makeup brushes,06/01/2024,2025-07-31 16:57:57,0,0
Ned,Vanliason,nedvanliason@yahoo.com,Pnu02cEFfssMhbJC,6428656437,02/07/1975,40 hours 37 minutes 17 seconds,regular,true,paypal,"[""I am cannot believe my eyes when I saw this baking set. I am very happy with this baking set""]",163.150.250.105,"LAT: 13, LONG: -79",windows,safari,windows,04/24/2023 03:43:37,07/30/2022 02:05:14,"[""pet crate"", ""pet carrier"", ""pet comb"", ""pet food storage container""]","[""pet dental care kit"", ""pet food storage container"", ""pet feeding mat"", ""pet toothbrush""]",pet first aid kit,06/01/2024,2025-07-31 16:57:57,2,4578.0199999999995
Jay,Mcnoahton,jaymcnoahton@hotmail.com,XZTh0vjcfUWIrbgv,7823173005,02/14/1956,51 hours 14 minutes 45 seconds,regular,true,paypal,"[""I am very frustrated with the Customer Service, they kept dropping my calls loungewear."", ""I am very happy with the way that this cutting board set has changed the very way that I live."", ""I am very satisfied with this gaming chair"", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this pilates reformer.""]",193.200.143.188,"LAT: -45, LONG: 58",unknown,chrome,MacOS,04/17/2022 02:20:36,04/25/2024 13:50:47,"[""shoe care kit"", ""arch support"", ""slipper socks"", ""ballet flats"", ""work boots""]","[""ballet flats"", ""slipper socks""]",slippers,06/01/2024,2025-07-31 16:57:57,0,0
Fay,Frank,fayfrank@hotmail.com,Mqiuew1337slsk6s,2285563717,04/24/1975,81 hours 6 minutes 6 seconds,regular,true,credit_card,"[""I am cannot believe my eyes when I saw this hiking boots. I am very happy with this hiking boots"", ""I am very happy with trench coat"", ""My son bought this monitor stand and he has been telling me how happy he is with this monitor stand!""]",94.171.198.179,"LAT: 2, LONG: -96",windows,firefox,windows,01/04/2022 06:35:37,01/24/2022 22:19:26,"[""baseball bat""]","[""sports towel"", ""basketball hoop"", ""sports gloves"", ""exercise bike"", ""sports headband""]",yoga mat,06/01/2024,2025-07-31 16:57:57,0,0
Ria,Macxia,riamacxia@hotmail.com,HmbVDY1ITdGOp48h,0654565003,04/04/1973,48 hours 7 minutes 39 seconds,premium,true,paypal,"[""I am very excited to try out this blazer. I have heard some many positive things!"", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this garden bench."", ""Wow this is an amazing pet bed accessories."", ""The amount of time I have save using this bookshelf organizers is amazing! I am very happy with this bookshelf organizers"", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this webcam.""]",183.29.187.25,"LAT: 24, LONG: 18",ios,safari,ios,01/30/2024 23:07:45,10/03/2023 20:50:34,"[""remote control boat"", ""musical instruments for kids""]","[""educational toys"", ""video game console"", ""toy organizers""]",video game console,06/01/2024,2025-07-31 16:57:57,1,506.95
Cara,Lesam,caralesam@outlook.com,IRKhQKa6zb0Hkcpu,6370217438,07/03/1956,70 hours 57 minutes 40 seconds,free-trial,true,stripe,"[""I am very happy with remote control boat"", ""I am very frustrated with the Customer Service, they kept dropping my calls laptop stand."", ""I am very happy with this book covers"", ""My son bought this VR headset and he has been telling me how happy he is with this VR headset!"", ""Wow this is an amazing hockey stick.""]",216.251.176.88,"LAT: 23, LONG: 95",unknown,safari,linux,06/15/2023 14:27:52,09/02/2022 11:13:05,"[""wedge sandals"", ""boot shaper"", ""shoe organizer"", ""flip flops""]","[""waterproof spray"", ""heels"", ""ankle boots"", ""boot shaper"", ""shoe laces""]",ankle boots,06/01/2024,2025-07-31 16:57:57,0,0
Luna,Ofay,lunaofay@aol.com,pWxkbvhRutIWtR9t,9547285501,02/07/1973,95 hours 51 minutes 26 seconds,premium,true,paypal,"[""Wow I cannot believe this treadmill"", ""I am very happy with this coffee maker"", ""My son bought this shoe bags and he has been telling me how happy he is with this shoe bags!"", ""I am very happy with this USB flash drive"", ""The way the kitchen utensils set has changed my life, I could not believe my eyes when I saw this kitchen utensils set!""]",189.130.56.220,"LAT: -58, LONG: -59",windows,safari,windows,07/12/2024 21:22:42,04/13/2022 00:32:26,"[""fitness tracker band"", ""wireless mouse"", ""action camera mount"", ""monitor"", ""drone""]","[""VR headset accessories"", ""laptop"", ""keyboard""]",action camera,06/01/2024,2025-07-31 16:57:57,0,0
