first_name,last_name,email,password_hash,phone_number,date_of_birth,time_on_app,user_type,is_active,last_payment_method,reviews,last_ip,last_coordinates,last_device,last_browser,last_os,last_login,last_logout,in_cart,wishlist,last_search,created_date,generated_at,purchase_count,total_spent
Rex,Algusley,rexalgusley@outlook.com,OY0kZvEImiXdr5GL,1384493837,04/17/2000,21 hours 14 minutes 15 seconds,regular,true,stripe,"[""I am very frustrated with the Customer Service, they kept dropping my calls sneaker cleaner."", ""I am very excited to try out this t-shirt. I have heard some many positive things!"", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this whisk."", ""I am very frustrated with the Customer Service, they kept dropping my calls educational toy storage."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this work boots.""]",245.103.80.220,"LAT: -56, LONG: -116",unknown,chrome,linux,05/18/2022 07:57:47,01/29/2022 04:01:36,"[""pet grooming gloves"", ""pet toothbrush"", ""pet food storage container""]","[""pet flea and tick treatment""]",pet water fountain,08/01/2023,2025-07-31 16:57:57,2,3354.3900000000003
Nia,Macrialey,niamacrialey@outlook.com,QNaizXrKQkujZI20,8748282445,04/26/1976,46 hours 51 minutes 1 seconds,premium,true,credit_card,"[""I am very frustrated with the Customer Service, they kept dropping my calls sports towel."", ""The way this reading light has changed my life, I could not believe my eyes when I saw this reading light!"", ""I am very happy with pet toothbrush, it has changed my life.""]",224.251.10.129,"LAT: -55, LONG: -89",android,firefox,android,09/14/2024 23:31:54,09/22/2023 09:18:05,"[""tennis racket"", ""bicycle"", ""basketball hoop"", ""gym bag""]","[""boxing gloves"", ""exercise resistance bands"", ""sports cap"", ""elliptical machine"", ""dumbbell set""]",hockey stick,08/01/2023,2025-07-31 16:57:57,2,2822.53
Xander,Stdan,xanderstdan@yahoo.com,LS9OkNX3R4Tvab8f,7575266125,09/26/2003,34 hours 16 minutes 12 seconds,regular,true,credit_card,"[""I could not believe how rude the Customer service agent was. I am very dissatisfied with this bookshelf."", ""I love this sweater."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this pet water bowl."", ""I am very happy with the way that this toaster oven"", ""I am very happy with the way that this oven has changed the very way that I live.""]",195.156.113.55,"LAT: 69, LONG: 138",unknown,firefox,unknown,02/03/2022 08:55:48,03/11/2022 18:28:35,"[""puzzle storage"", ""stuffed animal storage"", ""remote control car"", ""dollhouse""]","[""lego storage"", ""arts and crafts kits"", ""remote control drone""]",video game console accessories,08/01/2023,2025-07-31 16:57:57,1,264.26
Zack,Layanton,zacklayanton@outlook.com,nSU3i5ukSGxfGUBU,9198112557,10/18/2000,26 hours 25 minutes 16 seconds,regular,true,stripe,"[""I want to thank you for this jump rope, it has changed my life. I am very happy with this jump rope!"", ""I am very dissatisfied with how this performs compared to the last version of this spatula."", ""The way the bookshelf organizers has changed my life, I could not believe my eyes when I saw this bookshelf organizers!"", ""I am very dissatisfied with how this performs compared to the last version of this pet flea and tick treatment."", ""I am very satisfied with this pet odor eliminator""]",75.25.24.15,"LAT: 55, LONG: -66",ios,safari,ios,11/09/2024 03:55:02,09/12/2023 14:06:00,"[""whisk""]","[""measuring cups"", ""oven mitts""]",toaster oven,08/01/2023,2025-07-31 16:57:57,0,0
Xan,Dievan,xandievan@outlook.com,pouDytFMXg3ffWj1,9153943789,04/23/1960,100 hours 52 minutes 43 seconds,regular,true,credit_card,"[""Wow this is an amazing trampoline."", ""I am very happy with this smartwatch"", ""I am cannot believe my eyes when I saw this jump rope. I am very happy with this jump rope"", ""The amount of time I have save using this apron is amazing! I am very happy with this apron""]",226.230.132.134,"LAT: -46, LONG: -13",unknown,chrome,linux,10/07/2024 05:23:01,03/26/2023 14:23:49,"[""pet grooming kit"", ""pet toys set""]","[""pet bed"", ""pet crate"", ""pet food storage container""]",pet toothbrush,08/01/2023,2025-07-31 16:57:57,1,190.32
Ada,Xialey,adaxialey@yahoo.com,8rQFyT65UzVKQe9U,3543260869,03/01/1961,123 hours 9 minutes 51 seconds,regular,true,stripe,"[""Wow I cannot believe this rice cooker"", ""I am cannot believe my eyes when I saw this activewear set. I am very happy with this activewear set"", ""Wow this is an amazing casual shoes."", ""I am very happy with bed frame accessories"", ""I am very frustrated with the Customer Service, they kept dropping my calls yoga blocks.""]",38.102.85.29,"LAT: 42, LONG: -131",ios,firefox,ios,01/17/2023 15:36:38,08/28/2024 23:51:37,"[""loungewear"", ""swimwear""]","[""underwear""]",parka,08/01/2023,2025-07-31 16:57:57,3,3530.68
Luna,Mcpaulson,lunamcpaulson@hotmail.com,KEI6g7Fs6IHytGWE,6851513060,02/21/1979,39 hours 18 minutes 15 seconds,regular,true,paypal,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this dining table."", ""I am very dissatisfied with this dress shoes."", ""I am very frustrated with the Customer Service, they kept dropping my calls pet odor eliminator."", ""I am very happy with bed frame accessories""]",186.220.100.18,"LAT: 13, LONG: -36",unknown,firefox,unknown,03/23/2023 05:42:26,12/18/2023 05:02:59,"[""bar stools"", ""dining chairs""]","[""gaming chair"", ""desk""]",gaming chair,08/01/2023,2025-07-31 16:57:57,3,4425.5199999999995
Charlie,Omoe,charlieomoe@protonmail.com,G8IOKaIuN0gGrYHC,4306964074,05/19/1996,45 hours 6 minutes 54 seconds,regular,true,credit_card,"[""The way I was treated, I could not believe my ears. Hope you don't have to go through this musical instruments for kids.""]",141.118.108.138,"LAT: 63, LONG: -97",ios,firefox,ios,01/16/2022 16:12:53,01/22/2024 15:38:40,"[""pet carrier"", ""pet scratching post"", ""pet nail clippers""]","[""pet water bowl"", ""pet toothbrush""]",pet grooming gloves,08/01/2023,2025-07-31 16:57:57,4,1580.65
Ora,Onoahson,oraonoahson@outlook.com,4mLdyQv4XtCup70B,3799060833,02/07/1955,114 hours 20 minutes 40 seconds,free-trial,true,paypal,"[""I am very happy the way that this gaming headset"", ""I am very frustrated with the Customer Service, they kept dropping my calls sweatshirt."", ""I am very dissatisfied with how this performs compared to the last version of this food processor parts."", ""My son bought this makeup sponge and he has been telling me how happy he is with this makeup sponge!"", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this exercise bike.""]",62.211.158.187,"LAT: 5, LONG: 139",windows,firefox,windows,04/30/2022 12:56:56,09/21/2023 00:23:14,"[""textbook"", ""art book"", ""comic book"", ""children's book"", ""young adult novel""]","[""book display stand"", ""art book""]",reading light,08/01/2023,2025-07-31 16:57:57,3,2996.14
Noah,Vondavid,noahvondavid@yahoo.com,jZyMYETzPg6FTpsI,5073623970,07/07/1954,56 hours 19 minutes 29 seconds,premium,false,stripe,"[""I am very happy with smart home hub"", ""I am very frustrated with the Customer Service, they kept dropping my calls slippers."", ""I want to thank you for this tweezers, it has changed my life. I am very happy with this tweezers!""]",147.215.69.185,"LAT: -67, LONG: 122",android,safari,android,04/10/2022 01:08:42,02/13/2022 02:58:57,"[""pet travel bag"", ""pet dental care kit"", ""pet scratching post"", ""pet grooming wipes"", ""pet toys""]","[""pet water fountain"", ""pet food dispenser"", ""pet water bowl""]",pet crate,08/01/2023,2025-07-31 16:57:57,0,0
