first_name,last_name,email,password_hash,phone_number,date_of_birth,time_on_app,user_type,is_active,last_payment_method,reviews,last_ip,last_coordinates,last_device,last_browser,last_os,last_login,last_logout,in_cart,wishlist,last_search,created_date,generated_at,purchase_count,total_spent
Holly,Ula,hollyula@gmail.com,4O4EVukvBBRdFyhw,5142120607,12/23/1999,63 hours 28 minutes 58 seconds,regular,true,paypal,"[""I am very happy with spatula""]",230.178.157.141,"LAT: -16, LONG: -49",windows,chrome,windows,01/12/2022 16:37:19,01/09/2024 07:33:56,"[""dress shirt"", ""blazer"", ""dress""]","[""accessories""]",sweater,04/01/2023,2025-07-31 16:57:57,0,0
Alice,Diben,alicediben@hotmail.com,9Z8OlpSgPQlVn5X9,8729681685,05/28/1982,69 hours 34 minutes 39 seconds,regular,true,stripe,"[""Wow this is an amazing young adult novel."", ""I am very happy with office chair""]",116.234.169.49,"LAT: -43, LONG: -96",ios,safari,ios,05/12/2024 11:28:57,09/08/2022 06:42:52,"[""measuring spoons"", ""whisk""]","[""measuring cups"", ""food processor"", ""kitchen utensils set"", ""toaster oven"", ""slotted spoon""]",peeler,04/01/2023,2025-07-31 16:57:57,1,591.97
Zia,Wyn,ziawyn@hotmail.com,L0sBSIOLMGRhsfQZ,6078210147,05/29/1993,41 hours 7 minutes 12 seconds,regular,true,stripe,"[""I am cannot believe my eyes when I saw this pressure cooker. I am very happy with this pressure cooker""]",143.170.218.207,"LAT: -82, LONG: -68",unknown,chrome,unknown,02/27/2023 21:08:35,08/01/2022 01:32:56,"[""wardrobe"", ""recliner accessories"", ""coffee table books""]","[""dining table"", ""office chair cushions""]",storage ottoman,04/01/2023,2025-07-31 16:57:57,0,0
Kate,Macyassen,katemacyassen@hotmail.com,kJeWVs6sd0q1d91w,8241580151,10/10/1987,36 hours 12 minutes 16 seconds,premium,true,stripe,"[""I am very satisfied with this sectional sofa covers"", ""I am very happy with wrist wraps, it has changed my life."", ""I want to thank you for this slotted spoon, it has changed my life. I am very happy with this slotted spoon!""]",48.9.169.100,"LAT: 32, LONG: -53",windows,safari,windows,07/05/2024 16:18:07,07/14/2023 18:30:43,"[""outdoor furniture set"", ""dining table"", ""console table"", ""bookshelf""]","[""sectional sofa""]",office chair,04/01/2023,2025-07-31 16:57:57,2,2638.68
Ivy,Opax,ivyopax@yahoo.com,J9u1GdY9mfuLIUeT,0169381383,07/10/1985,36 hours 8 minutes 29 seconds,free-trial,false,paypal,"[""I could not believe how rude the Customer service agent was. I am very dissatisfied with this self-help book."", ""I am very happy with blender""]",143.184.27.194,"LAT: 53, LONG: 29",ios,safari,ios,10/13/2023 03:39:06,06/19/2023 20:11:19,"[""toaster"", ""dishwasher"", ""vacuum cleaner"", ""slow cooker parts""]","[""air purifier"", ""slow cooker"", ""blender""]",water heater,04/01/2023,2025-07-31 16:57:57,0,0
Vince,Qua,vincequa@gmail.com,tjhwtCyTkcAEfltJ,1298826843,08/08/1955,38 hours 42 minutes 24 seconds,free-trial,true,credit_card,"[""The amount of time I have save using this toy storage bins is amazing! I am very happy with this toy storage bins""]",30.12.181.219,"LAT: -28, LONG: 36",windows,chrome,windows,06/18/2024 06:07:49,08/11/2024 08:50:48,"[""peeler"", ""cutting board set"", ""cast iron skillet""]","[""measuring cups"", ""toaster oven"", ""rice cooker""]",cookware set,04/01/2023,2025-07-31 16:57:57,1,429.49
Jay,Rex,jayrex@hotmail.com,ZTq7KvnIdAyT4Maw,5736337206,07/11/1994,123 hours 46 minutes 33 seconds,regular,true,credit_card,"[""Wow I cannot believe this kettlebell set"", ""The amount of time I have save using this comb is amazing! I am very happy with this comb"", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this refrigerator."", ""I hate this rowing machine.""]",179.134.39.147,"LAT: -66, LONG: 168",unknown,firefox,unknown,12/16/2024 12:06:52,01/11/2024 05:29:23,"[""suit"", ""activewear set""]","[""sweatshirt"", ""trench coat""]",hoodie,04/01/2023,2025-07-31 16:57:57,3,8581.14
Troy,Stsly,troystsly@gmail.com,dbVVR7byYxjaz4Ul,3083105611,01/21/1971,20 hours 50 minutes 3 seconds,regular,true,stripe,"[""I am very dissatisfied with the way that this home security system has changed my life.""]",237.21.65.103,"LAT: 56, LONG: -43",ios,chrome,ios,12/17/2022 09:35:35,03/06/2022 06:51:55,"[""kitchen gadgets set"", ""food processor"", ""blender"", ""coffee machine"", ""espresso machine""]","[""cast iron skillet""]",blender,04/01/2023,2025-07-31 16:57:57,2,48.69
Ria,Karaton,riakaraton@outlook.com,iksalYMyZqaUE5iu,6579857061,03/09/2005,28 hours 5 minutes 55 seconds,regular,true,stripe,"[""I am very happy with beard grooming kit, it has changed my life."", ""The way I was treated, I could not believe my ears. Hope you don't have to go through this food processor.""]",137.100.41.94,"LAT: -47, LONG: 127",ios,firefox,ios,05/12/2022 01:00:29,06/11/2024 22:31:01,"[""pilates reformer"", ""sports cap"", ""exercise mat"", ""balance board""]","[""skateboard"", ""yoga blocks"", ""exercise resistance bands""]",exercise ball,04/01/2023,2025-07-31 16:57:57,1,569.12
Lara,Evan,laraevan@yahoo.com,1PkYRE8rCbSMYcfU,1426968931,06/09/1972,65 hours 33 minutes 8 seconds,regular,false,stripe,"[""I am cannot believe my eyes when I saw this action camera mount. I am very happy with this action camera mount"", ""I am very happy with the way that this video game console accessories""]",138.224.203.203,"LAT: 58, LONG: -51",unknown,firefox,linux,08/02/2022 17:35:49,02/12/2024 00:46:49,"[""smart speaker""]","[""camera bag"", ""printer"", ""wireless mouse"", ""smartwatch"", ""camera""]",tablet case,04/01/2023,2025-07-31 16:57:57,0,0
