transaction_id,user_email,product_name,product_category,quantity,unit_price,discount_percent,discount_amount,shipping_cost,total_price,purchase_date,purchase_time,payment_method,purchase_status,month,year
1ZIXBAACM7JH,miavanxia@hotmail.com,food processor,kitchenware,1,768.46,5,38.42,0,730.04,03/28/2023,11:02:38,credit_card,completed,3,2023
IVI18S9J3EUX,miavanxia@hotmail.com,soccer goal,sports_equipment,1,765.12,0,0.0,0,765.12,03/18/2023,01:17:24,stripe,completed,3,2023
9G2X5EDNSZZW,miavanxia@hotmail.com,water heater,home_appliances,1,1266.12,0,0.0,0,1266.12,03/20/2023,18:22:51,credit_card,completed,3,2023
ISZT5CLKWUKP,peterlejen@aol.com,pet crate,pet_supplies,1,248.37,10,24.84,0,223.54,03/01/2023,13:10:41,paypal,completed,3,2023
ZUZDYOR36M6N,peterlejen@aol.com,reading light,books,1,53.87,0,0.0,0,53.87,03/10/2023,05:37:50,credit_card,completed,3,2023
N9GGG7J1B2RW,peterlejen@aol.com,humidifier,home_appliances,1,1998.41,0,0.0,0,1998.41,03/26/2023,12:07:08,credit_card,completed,3,2023
VKASJBE1OL8M,tiadiemma@hotmail.com,bookshelf organizers,books,1,37.44,0,0.0,9.27,46.71,03/16/2023,00:54:41,stripe,completed,3,2023
86T9M2TKOCEG,xanderdora@outlook.com,kitchen scale,kitchenware,1,275.1,20,55.02,0,220.08,03/04/2023,07:19:55,credit_card,completed,3,2023
AN6XM7CUYBR7,umalafinnley@outlook.com,air purifier filters,home_appliances,1,1772.55,0,0.0,0,1772.55,03/15/2023,08:15:07,paypal,completed,3,2023
91H6XIR14IG4,umalafinnley@outlook.com,dollhouse accessories,toys,4,258.51,0,0.0,0,1034.05,03/03/2023,22:13:19,credit_card,completed,3,2023
JR6R8GHS2ZYB,umalafinnley@outlook.com,slipper socks,footwear,4,293.68,0,0.0,0,1174.72,03/20/2023,18:31:57,credit_card,completed,3,2023
EQ8WRZPJLOAI,umalafinnley@outlook.com,pet food dispenser,pet_supplies,1,183.93,5,9.2,0,174.73,03/03/2023,23:08:08,paypal,completed,3,2023
Y09YU4UHO5GH,umalafinnley@outlook.com,sports headband,sports_equipment,1,1014.2,25,253.55,0,760.65,03/18/2023,18:06:08,credit_card,completed,3,2023
OFPXK353UAB5,umalafinnley@outlook.com,photography book,books,1,17.97,15,2.7,0,15.28,03/26/2023,11:46:58,credit_card,completed,3,2023
JWDOU3OJQZZT,markvonuma@aol.com,tweezers,beauty_products,1,128.73,5,6.44,0,122.29,03/03/2023,04:43:37,stripe,completed,3,2023
QTISOJNXT7OC,moeria@aol.com,perfume,beauty_products,1,21.79,10,2.18,13.21,32.83,03/23/2023,18:16:42,paypal,completed,3,2023
9BY6M3SHI856,moeria@aol.com,skincare set,beauty_products,1,187.83,20,37.57,0,150.27,03/16/2023,05:33:29,stripe,completed,3,2023
85KYYR67BAUW,moeria@aol.com,boot shaper,footwear,1,464.77,0,0.0,0,464.77,03/31/2023,10:35:08,paypal,completed,3,2023
VJLKUEDCDD09,calmcoonasen@protonmail.com,slotted spoon,kitchenware,1,310.51,10,31.05,0,279.46,03/17/2023,20:02:03,paypal,completed,3,2023
XKUZGPS00X1B,calmcoonasen@protonmail.com,gaming chair,furniture,1,8268.16,15,1240.22,0,7027.94,03/30/2023,06:15:41,credit_card,completed,3,2023
JI61FTD2U3R3,calmcoonasen@protonmail.com,rice cooker parts,home_appliances,1,663.18,0,0.0,0,663.18,03/19/2023,20:20:27,stripe,completed,3,2023
Q12V6T34LVM2,calmcoonasen@protonmail.com,trench coat,clothing,1,205.42,0,0.0,0,205.42,03/30/2023,11:24:45,credit_card,completed,3,2023
84NWOROUP75Q,calmcoonasen@protonmail.com,science fiction novel,books,1,90.99,0,0.0,0,90.99,03/18/2023,23:48:39,stripe,completed,3,2023
GAPTHGE80SPT,calmcoonasen@protonmail.com,t-shirt,clothing,1,558.09,0,0.0,0,558.09,03/14/2023,13:16:14,paypal,completed,3,2023
SRUDCTUGBBGB,dylanviv@yahoo.com,refrigerator,home_appliances,1,2710.25,0,0.0,0,2710.25,03/04/2023,22:57:46,credit_card,completed,3,2023
2OEJFO3R5W5A,sageoquo@icloud.com,sports gloves,sports_equipment,1,1507.47,0,0.0,0,1507.47,03/07/2023,07:03:18,stripe,completed,3,2023
3F06AOQV4ILN,sageoquo@icloud.com,bookshelf organizers,books,1,37.68,0,0.0,6.42,44.1,03/05/2023,20:55:38,credit_card,completed,3,2023
AQ9XXU4214JF,davidsaintliam@protonmail.com,arts and crafts storage,toys,1,120.56,0,0.0,0,120.56,03/30/2023,02:27:42,paypal,completed,3,2023
UA6CGZ1UJ65X,isladeivy@protonmail.com,romance novel,books,1,88.15,0,0.0,0,88.15,03/15/2023,12:19:52,paypal,completed,3,2023
IGMY9A6PMSPP,isladeivy@protonmail.com,dollhouse,toys,1,245.57,0,0.0,0,245.57,03/23/2023,01:55:00,paypal,completed,3,2023
QO5PDKPUSW9Z,isladeivy@protonmail.com,coffee table,furniture,1,6973.71,20,1394.74,0,5578.97,03/21/2023,01:50:08,stripe,completed,3,2023
H51TQKQ5VE4R,tiamcpam@hotmail.com,dining table accessories,furniture,4,1883.29,25,1883.29,0,5649.87,03/08/2023,21:33:55,credit_card,completed,3,2023
5287C9SBXXLD,tiamcpam@hotmail.com,mystery novel,books,4,90.5,0,0.0,0,361.98,03/26/2023,18:00:38,paypal,completed,3,2023
JE5NK60KI2KZ,tiatia@hotmail.com,slippers,footwear,1,479.12,0,0.0,0,479.12,03/28/2023,17:15:56,credit_card,completed,3,2023
GGBDRD3R0ZWH,quinnstbea@gmail.com,gym bag,sports_equipment,1,1937.52,0,0.0,0,1937.52,03/03/2023,01:39:01,stripe,completed,3,2023
49N5C62S0VN5,budvic@yahoo.com,food processor,home_appliances,1,1281.85,10,128.18,0,1153.66,03/09/2023,19:51:23,stripe,completed,3,2023
XP8M0GHWMG4D,dorasaintoliviasen@outlook.com,casual shoes,footwear,1,92.03,0,0.0,0,92.03,03/13/2023,12:44:37,credit_card,completed,3,2023
4WRHCH1R4MWZ,dorasaintoliviasen@outlook.com,casual shoes,footwear,2,92.22,0,0.0,0,184.44,03/02/2023,08:13:01,stripe,completed,3,2023
YUSRIMJXV97Z,wanalzoe@aol.com,water heater parts,home_appliances,1,969.8,0,0.0,0,969.8,03/01/2023,00:17:43,paypal,completed,3,2023
UDZ4UFTMY0UP,wanalzoe@aol.com,ankle boots,footwear,1,1136.7,0,0.0,0,1136.7,03/20/2023,11:28:00,stripe,completed,3,2023
OJCMAQPZ1STC,wanalzoe@aol.com,pet first aid kit,pet_supplies,1,301.23,0,0.0,0,301.23,03/17/2023,05:58:34,credit_card,completed,3,2023
JP72TBNYU31U,liamacnoahley@icloud.com,flip flops,footwear,5,173.95,25,217.44,0,652.31,03/06/2023,15:38:47,paypal,completed,3,2023
QN4KH1UC2DDC,owenlara@outlook.com,slow cooker parts,home_appliances,4,1126.26,0,0.0,0,4505.04,03/20/2023,15:01:47,paypal,completed,3,2023
9Y5QTO713BPP,paullemia@gmail.com,electric kettle parts,home_appliances,1,1052.0,0,0.0,0,1052.0,03/22/2023,13:36:36,paypal,completed,3,2023
VWYA29PJ1QQU,ritavaneve@gmail.com,bookshelf organizers,books,1,37.81,15,5.67,5.46,37.6,03/15/2023,07:47:09,credit_card,completed,3,2023
G3AZC6R62RK6,ritavaneve@gmail.com,tongs,kitchenware,1,298.31,0,0.0,0,298.31,03/13/2023,11:11:07,stripe,completed,3,2023
PVI1GNGAZJX1,ritavaneve@gmail.com,book covers,books,1,55.58,0,0.0,0,55.58,03/24/2023,01:24:28,stripe,completed,3,2023
9CZSCNYVCCDA,ritavaneve@gmail.com,children's book,books,1,39.88,5,1.99,10.83,48.72,03/19/2023,14:54:43,credit_card,completed,3,2023
AIKFC4A3YZ4S,troysam@gmail.com,nail file,beauty_products,1,37.29,0,0.0,14.67,51.96,03/05/2023,19:39:00,stripe,completed,3,2023
SWH0TA0R7R4J,troysam@gmail.com,washing machine,home_appliances,1,1262.03,0,0.0,0,1262.03,03/13/2023,19:15:07,paypal,completed,3,2023
MF9WEB24X1MK,troysam@gmail.com,air fryer,kitchenware,1,337.36,10,33.74,0,303.62,03/08/2023,06:57:45,credit_card,completed,3,2023
GRA4126UO34U,troysam@gmail.com,kitchen towels,kitchenware,1,246.02,0,0.0,0,246.02,03/03/2023,12:03:43,stripe,completed,3,2023
38CMRFLSYXPQ,troysam@gmail.com,dining table accessories,furniture,1,1888.24,0,0.0,0,1888.24,03/28/2023,19:27:15,stripe,completed,3,2023
CPOO68LQPXU5,wesmcqua@protonmail.com,sports socks,sports_equipment,5,1201.75,0,0.0,0,6008.73,03/30/2023,07:56:41,stripe,completed,3,2023
E6YH7K099M5N,wesmcqua@protonmail.com,home security system,electronics,1,3717.76,0,0.0,0,3717.76,03/10/2023,03:00:19,paypal,completed,3,2023
E7363IIR8LMA,wesmcqua@protonmail.com,shoe care kit,footwear,1,95.38,25,23.84,0,71.53,03/13/2023,12:44:59,paypal,completed,3,2023
0AVLFE3IL0BS,wesmcqua@protonmail.com,yoga mat,sports_equipment,1,2261.57,0,0.0,0,2261.57,03/01/2023,21:36:24,paypal,completed,3,2023
PL6IITIWD2EV,wesmcqua@protonmail.com,pet flea and tick treatment,pet_supplies,1,180.82,0,0.0,0,180.82,03/27/2023,03:20:38,credit_card,completed,3,2023
HOI1B32V2BSS,wesmcqua@protonmail.com,cutting board set,kitchenware,2,555.89,0,0.0,0,1111.77,03/31/2023,06:24:53,stripe,completed,3,2023
I7KGZWNZC0O0,wesmcqua@protonmail.com,monitor stand,electronics,1,1594.88,0,0.0,0,1594.88,03/08/2023,04:31:22,credit_card,completed,3,2023
1SKEDV8KL7B8,wesmcqua@protonmail.com,elliptical machine,sports_equipment,1,1497.85,0,0.0,0,1497.85,03/03/2023,10:18:45,stripe,completed,3,2023
B558YLKE9HRM,veramacjack@protonmail.com,children's book,books,1,39.86,0,0.0,11.69,51.55,03/12/2023,14:37:37,paypal,completed,3,2023
4DBWGJFXUH7V,benlukeley@icloud.com,air purifier filters,home_appliances,1,1773.23,0,0.0,0,1773.23,03/14/2023,13:12:49,credit_card,completed,3,2023
H9SE3FAHDPWQ,benlukeley@icloud.com,vacuum cleaner accessories,home_appliances,1,1392.15,0,0.0,0,1392.15,03/24/2023,17:44:09,credit_card,completed,3,2023
GNYUGJS39IUS,benlukeley@icloud.com,makeup bag,beauty_products,1,127.13,0,0.0,0,127.13,03/23/2023,17:46:02,credit_card,completed,3,2023
W2JRTWOW8QQP,benlukeley@icloud.com,work boots,footwear,4,238.3,25,238.3,0,714.89,03/09/2023,01:37:46,credit_card,completed,3,2023
J8XJIGYV62VI,benlukeley@icloud.com,shaving kit,beauty_products,2,86.98,0,0.0,0,173.95,03/29/2023,05:47:11,stripe,completed,3,2023
OMQ5L1Y2YKZ8,zedaltiaton@outlook.com,dress shoes,footwear,1,866.34,0,0.0,0,866.34,03/17/2023,02:05:58,credit_card,completed,3,2023
XDBI586LHLMJ,zedaltiaton@outlook.com,gaming laptop,electronics,1,6566.73,0,0.0,0,6566.73,03/03/2023,12:27:05,stripe,completed,3,2023
COT0T95LM6KC,zedaltiaton@outlook.com,slippers,beauty_products,1,220.74,0,0.0,0,220.74,03/11/2023,22:01:57,credit_card,completed,3,2023
AS5DNB0BA8W5,davidray@outlook.com,stuffed animal storage,toys,1,25.48,25,6.37,6.26,25.37,03/21/2023,12:45:10,credit_card,completed,3,2023
IYBSN8NY0229,davidray@outlook.com,slow cooker parts,home_appliances,1,1122.85,10,112.29,0,1010.57,03/02/2023,06:15:07,credit_card,completed,3,2023
CG6BTVTDEKXK,davidray@outlook.com,pet flea and tick treatment,pet_supplies,1,180.21,0,0.0,0,180.21,03/06/2023,20:09:44,paypal,completed,3,2023
A2I7FO0J854F,davidray@outlook.com,textbook,books,4,108.12,0,0.0,0,432.5,03/20/2023,15:44:40,credit_card,completed,3,2023
5BWAOODHIH8I,davidray@outlook.com,pet first aid kit,pet_supplies,1,301.04,25,75.26,0,225.78,03/31/2023,13:36:46,stripe,completed,3,2023
NGVTBD46WOF9,davidray@outlook.com,golf clubs,sports_equipment,1,2248.87,0,0.0,0,2248.87,03/02/2023,20:50:25,paypal,completed,3,2023
M1AZWEIL7K0D,yaramcnia@gmail.com,desk,furniture,2,8881.82,0,0.0,0,17763.64,03/22/2023,10:08:56,credit_card,completed,3,2023
CEWNNELYR6SO,yaramcnia@gmail.com,ladle,kitchenware,1,299.87,15,44.98,0,254.89,03/07/2023,23:59:46,credit_card,completed,3,2023
SZOS5QYNHAMO,giabud@outlook.com,pet dental care kit,pet_supplies,1,111.37,15,16.71,0,94.66,03/02/2023,12:21:07,stripe,completed,3,2023
RH54TXJMRTZQ,giabud@outlook.com,sofa covers,furniture,5,362.78,20,362.78,0,1451.13,03/27/2023,02:16:07,stripe,completed,3,2023
WZSKLDICWST0,wendymacian@outlook.com,slippers,beauty_products,1,220.83,0,0.0,0,220.83,03/01/2023,19:11:11,credit_card,completed,3,2023
6JQGGYZUIVHX,wendymacian@outlook.com,pet toys set,pet_supplies,1,306.5,0,0.0,0,306.5,03/27/2023,15:19:02,credit_card,completed,3,2023
R4UE0NMLOSJ7,wendymacian@outlook.com,recliner,furniture,1,7986.17,0,0.0,0,7986.17,03/03/2023,04:44:10,paypal,completed,3,2023
GKM3X2CKRM4Z,timleuma@yahoo.com,running shoes,footwear,1,170.91,0,0.0,0,170.91,03/31/2023,12:06:54,credit_card,completed,3,2023
6TH4IKGQGEJK,timleuma@yahoo.com,boots,footwear,1,996.6,0,0.0,0,996.6,03/04/2023,12:22:56,paypal,completed,3,2023
TP7V6RVPS7SH,timleuma@yahoo.com,remote control drone,toys,1,178.83,25,44.71,0,134.12,03/21/2023,20:41:07,paypal,completed,3,2023
VT66PC2DL4KC,timleuma@yahoo.com,measuring spoons,kitchenware,5,303.72,0,0.0,0,1518.58,03/10/2023,18:56:47,credit_card,completed,3,2023
HGSXPQ0DC8FS,timleuma@yahoo.com,sectional sofa,furniture,1,10459.96,0,0.0,0,10459.96,03/13/2023,00:28:26,paypal,completed,3,2023
TRWADD2UU1TN,xandervonriaton@outlook.com,dehumidifier filters,home_appliances,1,2411.39,5,120.57,0,2290.82,03/31/2023,06:25:09,credit_card,completed,3,2023
6UL5GOZ74MH2,saralehank@protonmail.com,exercise mat,sports_equipment,1,1509.37,0,0.0,0,1509.37,03/19/2023,10:03:50,paypal,completed,3,2023
J4RHKA3WJ6LJ,saralehank@protonmail.com,hair care set,beauty_products,1,275.61,5,13.78,0,261.83,03/28/2023,22:06:43,credit_card,completed,3,2023
3E6PIT58GRYI,saralehank@protonmail.com,tweezers,beauty_products,1,130.74,0,0.0,0,130.74,03/07/2023,12:20:51,paypal,completed,3,2023
59JIY6AOQM5I,saralehank@protonmail.com,winter coat,clothing,1,424.88,0,0.0,0,424.88,03/08/2023,15:06:20,credit_card,completed,3,2023
SLEODIWDDI8K,saralehank@protonmail.com,casual shoes,footwear,1,92.3,0,0.0,0,92.3,03/07/2023,03:11:39,credit_card,completed,3,2023
D0B8H66LCQLJ,faypia@hotmail.com,stuffed animals,toys,4,303.87,0,0.0,0,1215.49,03/04/2023,11:30:37,credit_card,completed,3,2023
YQD28H0B6O3Z,troyalex@hotmail.com,sectional sofa,furniture,1,10445.23,0,0.0,0,10445.23,03/10/2023,23:30:42,credit_card,completed,3,2023
5GUAFA6X5YVY,caielpia@yahoo.com,sports cap,sports_equipment,1,1505.07,0,0.0,0,1505.07,03/15/2023,01:36:15,credit_card,completed,3,2023
VHBWX0ZJLKQC,caielpia@yahoo.com,coat,clothing,1,158.53,0,0.0,0,158.53,03/29/2023,09:37:28,credit_card,completed,3,2023
