transaction_id,user_email,product_name,product_category,quantity,unit_price,discount_percent,discount_amount,shipping_cost,total_price,purchase_date,purchase_time,payment_method,purchase_status,month,year
KPRDLE5M2IZ5,alicediben@hotmail.com,kitchen gadgets set,kitchenware,1,591.97,0,0.0,0,591.97,04/28/2023,23:59:17,stripe,completed,4,2023
XU8O5M163MDJ,katemacyassen@hotmail.com,exercise bike,sports_equipment,1,2121.77,0,0.0,0,2121.77,04/14/2023,22:36:32,paypal,completed,4,2023
WCK76OO3K7NA,katemacyassen@hotmail.com,tennis racket,sports_equipment,1,689.22,25,172.3,0,516.91,04/03/2023,21:53:48,paypal,completed,4,2023
OQZNYBB2EEN9,vincequa@gmail.com,winter coat,clothing,1,429.49,0,0.0,0,429.49,04/18/2023,18:39:08,stripe,completed,4,2023
6QX5N4SHPCRW,jayrex@hotmail.com,dehumidifier,home_appliances,1,3373.39,20,674.68,0,2698.71,04/10/2023,08:46:18,paypal,completed,4,2023
B64CHBCUUQJE,jayrex@hotmail.com,wardrobe,furniture,2,2801.89,0,0.0,0,5603.77,04/15/2023,17:17:36,credit_card,completed,4,2023
8O3OA7JZ3OD1,jayrex@hotmail.com,hair care set,beauty_products,1,278.66,0,0.0,0,278.66,04/03/2023,02:25:20,paypal,completed,4,2023
95A6ER81HYHD,troystsly@gmail.com,body lotion,beauty_products,1,16.2,0,0.0,7.46,23.66,04/04/2023,05:09:25,credit_card,completed,4,2023
CR2GIC1THXBS,troystsly@gmail.com,trampoline accessories,toys,1,13.68,0,0.0,11.35,25.03,04/14/2023,03:13:13,credit_card,completed,4,2023
MQ5OXLC3FHYL,riakaraton@outlook.com,underwear,clothing,2,284.56,0,0.0,0,569.12,04/30/2023,18:08:19,paypal,completed,4,2023
SE8ZEEM4AHEJ,bobvonkyle@aol.com,book storage box,books,1,22.52,0,0.0,8.94,31.46,04/10/2023,22:12:56,stripe,completed,4,2023
XODDWS51BN6S,sagegina@yahoo.com,pet grooming kit,pet_supplies,1,177.97,0,0.0,0,177.97,04/07/2023,12:21:41,credit_card,completed,4,2023
AQCBMEXQVWNV,sagegina@yahoo.com,accessories,clothing,1,247.52,5,12.38,0,235.15,04/21/2023,19:17:51,credit_card,completed,4,2023
RFT4N2X669IA,sagegina@yahoo.com,rice cooker parts,home_appliances,1,664.56,5,33.23,0,631.33,04/17/2023,00:49:05,paypal,completed,4,2023
