transaction_id,user_email,product_name,product_category,quantity,unit_price,discount_percent,discount_amount,shipping_cost,total_price,purchase_date,purchase_time,payment_method,purchase_status,month,year
AS9DD1PXS2DB,zedmcmilaley@yahoo.com,gym bag,sports_equipment,1,2094.13,20,418.83,0,1675.3,07/29/2024,05:00:26,credit_card,completed,7,2024
WG8GEXUF27IT,ivybob@gmail.com,shoe laces,footwear,1,239.28,0,0.0,0,239.28,07/15/2024,16:26:04,credit_card,completed,7,2024
QPNTMXK7EJGX,oralaqua@yahoo.com,food processor,home_appliances,1,1372.48,0,0.0,0,1372.48,07/01/2024,21:57:18,stripe,completed,7,2024
3BE3OK5AMTJX,rayoraley@protonmail.com,beauty blender,beauty_products,1,119.8,0,0.0,0,119.8,07/05/2024,05:45:52,stripe,completed,7,2024
NYSYTXXMXC4T,rayoraley@protonmail.com,wedge sandals,footwear,1,781.32,15,117.2,0,664.13,07/04/2024,06:58:14,stripe,completed,7,2024
1MC3PGF4L300,dorapam@gmail.com,basketball hoop,sports_equipment,1,4085.88,0,0.0,0,4085.88,07/01/2024,22:46:03,stripe,completed,7,2024
UC32OY2TGWYP,oralaraton@hotmail.com,gaming chair cushions,furniture,2,1862.27,0,0.0,0,3724.54,07/13/2024,18:23:30,paypal,completed,7,2024
FLJOJASVEIJK,oralaraton@hotmail.com,fitness tracker accessories,sports_equipment,1,1480.33,0,0.0,0,1480.33,07/24/2024,19:15:57,credit_card,completed,7,2024
G5TMAITVS41C,oralaraton@hotmail.com,smartwatch,electronics,1,3861.74,0,0.0,0,3861.74,07/18/2024,15:34:33,credit_card,completed,7,2024
N732JQBROLVE,oralaraton@hotmail.com,electric kettle parts,home_appliances,2,1128.05,20,451.22,0,1804.89,07/04/2024,17:31:29,credit_card,completed,7,2024
0UCGAJ36FTTI,sagedehank@yahoo.com,baking sheets,kitchenware,1,313.69,0,0.0,0,313.69,07/31/2024,08:00:24,credit_card,completed,7,2024
RYE1GZANA27Y,sagedehank@yahoo.com,hiking boots,footwear,1,1261.13,0,0.0,0,1261.13,07/05/2024,23:11:37,stripe,completed,7,2024
5JT9C2WS95YC,sagedehank@yahoo.com,dehumidifier filters,home_appliances,1,2611.74,0,0.0,0,2611.74,07/22/2024,17:24:36,credit_card,completed,7,2024
8K0UXWYC5VM5,sagedehank@yahoo.com,exercise mat,sports_equipment,5,1627.22,0,0.0,0,8136.09,07/02/2024,07:34:50,stripe,completed,7,2024
OZ1Z6VJXJT3C,leowaltson@gmail.com,humidifier,home_appliances,1,2148.35,0,0.0,0,2148.35,07/21/2024,08:44:58,paypal,completed,7,2024
PQCFJ4CU9KR9,leowaltson@gmail.com,pet food storage container,pet_supplies,1,73.48,0,0.0,0,73.48,07/12/2024,22:45:48,stripe,completed,7,2024
6IQVQVJYWQAQ,leowaltson@gmail.com,pet carrier accessories,pet_supplies,1,128.1,0,0.0,0,128.1,07/19/2024,14:36:53,credit_card,completed,7,2024
ZAODD1DJT819,leowaltson@gmail.com,vacuum cleaner accessories,home_appliances,1,1472.93,0,0.0,0,1472.93,07/23/2024,01:45:46,credit_card,completed,7,2024
U4KVSHTHIL3K,leowaltson@gmail.com,shower gel,beauty_products,4,148.84,20,119.07,0,476.27,07/24/2024,11:05:12,paypal,completed,7,2024
YPAFNMP4WVIA,leowaltson@gmail.com,trampoline accessories,toys,1,14.54,0,0.0,10.77,25.31,07/25/2024,14:57:20,credit_card,completed,7,2024
F0LXZNI1X5Y0,leowaltson@gmail.com,toy boxes,toys,3,112.88,0,0.0,0,338.64,07/17/2024,04:57:10,credit_card,completed,7,2024
T7XX3EXOLIRW,leowaltson@gmail.com,rowing machine,sports_equipment,4,4293.32,10,1717.33,0,15455.95,07/31/2024,22:38:09,stripe,completed,7,2024
UDAOGPV8LPF6,vivvanpam@gmail.com,e-reader,electronics,1,5989.88,5,299.49,0,5690.39,07/17/2024,21:15:31,paypal,completed,7,2024
RSWRDCSOJVMR,vivvanpam@gmail.com,colander,kitchenware,1,338.6,5,16.93,0,321.67,07/01/2024,01:07:05,credit_card,completed,7,2024
DP9JPWPZ9PYH,vivvanpam@gmail.com,leather jacket,clothing,1,106.92,0,0.0,0,106.92,07/29/2024,19:33:53,stripe,completed,7,2024
SK7PK3XSXDQH,vivvanpam@gmail.com,perfume,beauty_products,1,22.93,0,0.0,8.33,31.26,07/16/2024,18:11:31,credit_card,completed,7,2024
8LNQXI23I5B4,dorania@gmail.com,work boots,footwear,1,252.86,0,0.0,0,252.86,07/07/2024,15:54:56,credit_card,completed,7,2024
AUC3XOM1UWCZ,dorania@gmail.com,apron,kitchenware,1,47.74,0,0.0,6.04,53.78,07/03/2024,18:17:19,stripe,completed,7,2024
FUN27FPCEOVI,dorania@gmail.com,robot building kit,toys,1,161.43,0,0.0,0,161.43,07/26/2024,06:40:57,stripe,completed,7,2024
OUELWU5XHTZJ,sarajay@yahoo.com,patio umbrella,furniture,1,3485.94,25,871.49,0,2614.46,07/11/2024,08:19:42,paypal,completed,7,2024
KMKOMBCRXVIB,yanmcyara@aol.com,book covers,books,1,59.73,0,0.0,0,59.73,07/10/2024,21:39:14,credit_card,completed,7,2024
YZHHEKB0B0UV,yanmcyara@aol.com,phone case,electronics,1,3204.92,10,320.49,0,2884.43,07/24/2024,19:39:58,credit_card,completed,7,2024
TZ59CK3HX86D,yanmcyara@aol.com,recliner,furniture,1,8510.8,5,425.54,0,8085.26,07/05/2024,01:29:37,credit_card,completed,7,2024
5ZQVFOU8MQQT,yanmcyara@aol.com,perfume,beauty_products,1,23.09,25,5.77,7.94,25.26,07/31/2024,21:46:25,credit_card,completed,7,2024
73M3WYODVS8G,yanmcyara@aol.com,toy organizers,toys,1,276.57,0,0.0,0,276.57,07/20/2024,08:39:38,stripe,completed,7,2024
19KBCXLI9EKS,samlaadason@yahoo.com,heel grips,footwear,1,201.06,25,50.26,0,150.79,07/07/2024,11:44:21,paypal,completed,7,2024
SLIVU3TAP4PN,weselwan@yahoo.com,pet odor eliminator,pet_supplies,1,40.48,0,0.0,7.91,48.39,07/19/2024,22:48:30,paypal,completed,7,2024
H5AEK08HYAHJ,weselwan@yahoo.com,dining table accessories,furniture,1,2018.19,0,0.0,0,2018.19,07/20/2024,13:00:49,stripe,completed,7,2024
DQ46DAVN8YT0,weselwan@yahoo.com,can opener,kitchenware,1,276.6,10,27.66,0,248.94,07/24/2024,18:29:37,paypal,completed,7,2024
W519ZQNP81V3,willeljack@outlook.com,pet harness,pet_supplies,1,319.97,0,0.0,0,319.97,07/29/2024,17:32:39,stripe,completed,7,2024
65HJBOHB58GQ,waltfinn@aol.com,swimwear,clothing,1,230.83,10,23.08,0,207.75,07/19/2024,02:46:54,paypal,completed,7,2024
3N9VOH0TNH0I,waltmcyara@yahoo.com,arts and crafts kits,toys,5,339.24,0,0.0,0,1696.18,07/11/2024,00:10:20,stripe,completed,7,2024
GR7YWX8S4L03,emmastevaley@gmail.com,coffee machine,kitchenware,1,146.38,0,0.0,0,146.38,07/25/2024,03:24:45,credit_card,completed,7,2024
DJA985GZYV84,emmastevaley@gmail.com,shaving kit,beauty_products,1,92.53,10,9.25,0,83.28,07/17/2024,22:05:11,stripe,completed,7,2024
OZOEG5FJMYMR,nateeljane@hotmail.com,fantasy novel,books,1,69.42,25,17.35,0,52.06,07/09/2024,14:05:39,stripe,completed,7,2024
1RANTX5L5NHC,nateeljane@hotmail.com,shoe laces,footwear,1,237.46,0,0.0,0,237.46,07/19/2024,14:24:52,credit_card,completed,7,2024
0UT9FALDWGBF,nateeljane@hotmail.com,blender,kitchenware,1,396.58,0,0.0,0,396.58,07/18/2024,19:02:00,stripe,completed,7,2024
PV5312URUZ9I,nateeljane@hotmail.com,history book,books,1,134.99,0,0.0,0,134.99,07/10/2024,10:24:17,stripe,completed,7,2024
J8BKUGKDAL32,nateeljane@hotmail.com,pet toys set,pet_supplies,1,326.97,0,0.0,0,326.97,07/05/2024,02:06:36,stripe,completed,7,2024
DM5ZSBA3QYC8,nateeljane@hotmail.com,shoe bags,footwear,1,446.02,15,66.9,0,379.12,07/20/2024,21:08:36,stripe,completed,7,2024
J2TK7ZHG8GT3,nateeljane@hotmail.com,self-help book,books,1,142.9,15,21.44,0,121.47,07/16/2024,20:14:17,stripe,completed,7,2024
YLXO2DSGV13C,nateeljane@hotmail.com,lip balm,beauty_products,3,74.86,0,0.0,0,224.58,07/16/2024,20:45:10,credit_card,completed,7,2024
4JZJDLNKSKNO,nateeljane@hotmail.com,bath bombs,beauty_products,1,157.78,0,0.0,0,157.78,07/23/2024,02:23:15,paypal,completed,7,2024
446QNAH4UPJA,nateeljane@hotmail.com,dress shirt,clothing,1,579.21,0,0.0,0,579.21,07/15/2024,02:42:02,credit_card,completed,7,2024
XJ0R2IJCJQ7V,davidladavidley@icloud.com,cookbook,books,1,137.41,0,0.0,0,137.41,07/23/2024,02:47:18,stripe,completed,7,2024
9L0CHXSIRO9B,yasmcpamley@gmail.com,musical instrument storage,toys,1,273.11,0,0.0,0,273.11,07/12/2024,01:45:03,credit_card,completed,7,2024
S68B4EDFI67J,yasmcpamley@gmail.com,espresso machine,kitchenware,1,576.31,25,144.08,0,432.23,07/12/2024,07:46:46,stripe,completed,7,2024
24KZOZRFSLS3,yasmcpamley@gmail.com,storage ottoman,furniture,1,8334.03,0,0.0,0,8334.03,07/06/2024,21:28:29,paypal,completed,7,2024
XNTP5QCPZ4FH,bobdetaj@yahoo.com,exercise ball,sports_equipment,1,2153.27,0,0.0,0,2153.27,07/04/2024,08:25:46,paypal,completed,7,2024
5NYKS4LJKCQU,gracevonmark@gmail.com,sports cap,sports_equipment,1,1608.74,0,0.0,0,1608.74,07/25/2024,12:09:44,credit_card,completed,7,2024
1VY09MZUYCC7,owentim@yahoo.com,art book,books,1,93.87,10,9.39,0,84.48,07/20/2024,06:31:54,paypal,completed,7,2024
IDGOLFHPOOCB,bellasaintviason@hotmail.com,coffee maker,home_appliances,4,3483.59,0,0.0,0,13934.36,07/29/2024,14:00:08,stripe,completed,7,2024
YVOLPMTKWBSW,bellasaintviason@hotmail.com,curling iron,beauty_products,1,28.22,0,0.0,8.16,36.38,07/20/2024,21:41:30,paypal,completed,7,2024
RIVPLKK9RUJA,bellasaintviason@hotmail.com,bookshelf,furniture,1,9002.63,0,0.0,0,9002.63,07/20/2024,16:33:51,credit_card,completed,7,2024
XY55F8ZEWS8F,bellasaintviason@hotmail.com,dehumidifier,home_appliances,1,3564.89,0,0.0,0,3564.89,07/03/2024,19:04:37,paypal,completed,7,2024
09HJZ73FQCEJ,bellasaintviason@hotmail.com,stove,home_appliances,1,1558.04,0,0.0,0,1558.04,07/19/2024,16:03:14,paypal,completed,7,2024
LGERTH2A5SQ3,bellasaintviason@hotmail.com,bicycle,sports_equipment,1,587.83,0,0.0,0,587.83,07/23/2024,12:11:11,stripe,completed,7,2024
4FG1UXQ1T265,bellasaintviason@hotmail.com,science fiction novel,books,1,97.51,10,9.75,0,87.76,07/14/2024,01:06:49,paypal,completed,7,2024
RZSGUEAXXI5J,bellasaintviason@hotmail.com,trampoline accessories,toys,1,14.61,10,1.46,5.28,18.42,07/27/2024,22:36:08,credit_card,completed,7,2024
WFB03PHH7YCZ,bellasaintviason@hotmail.com,air conditioner,home_appliances,1,4063.38,15,609.51,0,3453.87,07/25/2024,03:09:48,credit_card,completed,7,2024
ROYFHO34LILV,bellasaintviason@hotmail.com,food processor parts,home_appliances,1,1351.22,0,0.0,0,1351.22,07/02/2024,01:41:35,stripe,completed,7,2024
4BFX86EMS9ZY,zoevancai@gmail.com,romance novel,books,2,95.29,0,0.0,0,190.59,07/04/2024,11:23:02,paypal,completed,7,2024
PH392UA5G9CY,zoevancai@gmail.com,baking sheets,kitchenware,1,316.31,0,0.0,0,316.31,07/11/2024,06:54:09,paypal,completed,7,2024
EZN9765PHUKQ,zoevancai@gmail.com,pet collar,pet_supplies,1,67.76,15,10.16,0,57.6,07/06/2024,20:56:54,paypal,completed,7,2024
