transaction_id,user_email,product_name,product_category,quantity,unit_price,discount_percent,discount_amount,shipping_cost,total_price,purchase_date,purchase_time,payment_method,purchase_status,month,year
L9DZZM3B6PYO,hollytroyley@yahoo.com,bicycle,sports_equipment,1,593.6,0,0.0,0,593.6,09/10/2024,11:32:12,stripe,completed,9,2024
DTU122EP2CUZ,wanlequoley@outlook.com,bed,furniture,1,8052.79,0,0.0,0,8052.79,09/19/2024,18:29:56,paypal,completed,9,2024
DGYZPEVF8TAB,wanlequoley@outlook.com,sectional sofa covers,furniture,1,3394.25,0,0.0,0,3394.25,09/23/2024,10:14:34,stripe,completed,9,2024
BZHQEIMYGTIT,wanlequoley@outlook.com,apron,kitchenware,1,48.04,0,0.0,6.19,54.23,09/08/2024,15:49:03,stripe,completed,9,2024
BQWD65IXS4NN,gabelaora@gmail.com,pet feeding mat,pet_supplies,1,153.44,15,23.02,0,130.42,09/15/2024,18:45:04,stripe,completed,9,2024
BV9F3HFKKBFW,gabelaora@gmail.com,pet brush,pet_supplies,1,158.63,0,0.0,0,158.63,09/26/2024,01:44:57,stripe,completed,9,2024
XOVFA6MD0DT5,gabelaora@gmail.com,board games,toys,1,267.51,0,0.0,0,267.51,09/19/2024,18:15:41,paypal,completed,9,2024
XWC7ESE7RIV3,gabelaora@gmail.com,arts and crafts storage,toys,1,130.76,0,0.0,0,130.76,09/18/2024,02:51:39,paypal,completed,9,2024
QMHOTRKC4G6X,gabelaora@gmail.com,video game console accessories,toys,1,141.66,5,7.08,0,134.58,09/08/2024,04:55:52,credit_card,completed,9,2024
I96AZB3H8HF9,gabelaora@gmail.com,nail file,beauty_products,1,40.51,25,10.13,14.95,45.33,09/19/2024,23:19:12,paypal,completed,9,2024
UVLB89CTJ4LB,gabelaora@gmail.com,spa gift set,beauty_products,1,149.76,0,0.0,0,149.76,09/07/2024,02:24:03,paypal,completed,9,2024
BUO2FH7BBICI,halleola@aol.com,sofa covers,furniture,2,391.41,0,0.0,0,782.82,09/05/2024,06:18:10,stripe,completed,9,2024
C6OIWMYHZRLZ,halleola@aol.com,tongs,kitchenware,4,315.56,5,63.11,0,1199.14,09/13/2024,06:16:20,paypal,completed,9,2024
7PT8XLL3KQT1,halleola@aol.com,textbook,books,1,116.43,10,11.64,0,104.79,09/30/2024,22:35:27,stripe,completed,9,2024
WNYJMNAB4S5E,halleola@aol.com,dress shoes,footwear,1,945.27,20,189.05,0,756.22,09/22/2024,22:27:56,credit_card,completed,9,2024
L86YM15QVIDR,fayezoe@icloud.com,e-reader,electronics,5,6115.46,0,0.0,0,30577.29,09/20/2024,08:13:32,stripe,completed,9,2024
6AJTZ06IOEBJ,xiamacemma@outlook.com,baking sheets,kitchenware,1,317.11,0,0.0,0,317.11,09/08/2024,09:20:52,credit_card,completed,9,2024
YYJEPXMS8FKE,evanmcmia@yahoo.com,pet carrier accessories,pet_supplies,1,126.75,0,0.0,0,126.75,09/03/2024,02:17:52,credit_card,completed,9,2024
B4Q62EAOO78R,ikehankson@gmail.com,skateboard,sports_equipment,2,5065.94,0,0.0,0,10131.88,09/19/2024,04:48:56,stripe,completed,9,2024
9AVSM3NNL96Q,ikehankson@gmail.com,monitor,electronics,1,1374.36,0,0.0,0,1374.36,09/07/2024,00:19:24,paypal,completed,9,2024
DWTXNF4WP883,vicalsiasen@gmail.com,makeup bag,beauty_products,1,136.82,10,13.68,0,123.14,09/22/2024,16:33:55,paypal,completed,9,2024
0VXYQ0OFVVTK,vicalsiasen@gmail.com,tongs,kitchenware,1,318.65,0,0.0,0,318.65,09/02/2024,21:59:49,paypal,completed,9,2024
DU4DI21GL8X3,vicalsiasen@gmail.com,baseball bat,sports_equipment,1,2904.73,0,0.0,0,2904.73,09/04/2024,05:16:40,credit_card,completed,9,2024
CWKNHVFCAEJQ,vicalsiasen@gmail.com,accessories,clothing,1,263.04,0,0.0,0,263.04,09/24/2024,10:54:24,paypal,completed,9,2024
