transaction_id,user_email,product_name,product_category,quantity,unit_price,discount_percent,discount_amount,shipping_cost,total_price,purchase_date,purchase_time,payment_method,purchase_status,month,year
HUUL1KTK19OB,finnmacevan@icloud.com,exercise resistance bands,sports_equipment,1,892.51,10,89.25,0,803.26,11/09/2024,14:51:46,paypal,completed,11,2024
A0KEA64BWI9B,finnmacevan@icloud.com,sectional sofa,furniture,1,11363.09,0,0.0,0,11363.09,11/24/2024,13:10:50,stripe,completed,11,2024
W4OL7AHWROQV,vicmcray@gmail.com,garden bench,furniture,1,5225.92,5,261.3,0,4964.62,11/06/2024,08:24:39,paypal,completed,11,2024
5NN7W2JE4BK2,vicmcray@gmail.com,sweater,clothing,1,501.65,0,0.0,0,501.65,11/13/2024,08:00:00,credit_card,completed,11,2024
FBJBF5I19N6A,vicmcray@gmail.com,pet crate,pet_supplies,4,269.22,0,0.0,0,1076.89,11/17/2024,17:06:34,paypal,completed,11,2024
LUR8F1HRINW7,vicmcray@gmail.com,blender,kitchenware,1,396.76,0,0.0,0,396.76,11/14/2024,08:30:42,stripe,completed,11,2024
T9XYZMG6GG3R,udodiwyn@yahoo.com,pet feeding mat,pet_supplies,1,153.14,0,0.0,0,153.14,11/21/2024,06:39:22,paypal,completed,11,2024
WR7OEMEOYY8T,udodiwyn@yahoo.com,bed,furniture,4,8158.32,0,0.0,0,32633.29,11/05/2024,02:11:40,stripe,completed,11,2024
T2PZ7GUJ56V5,udodiwyn@yahoo.com,humidifier filters,home_appliances,1,830.14,0,0.0,0,830.14,11/04/2024,12:00:27,stripe,completed,11,2024
DTGQJC5SY22P,owenwan@outlook.com,toaster oven,kitchenware,5,721.82,0,0.0,0,3609.1,11/21/2024,05:44:27,stripe,completed,11,2024
EUBCDOZZ80TJ,gialiam@outlook.com,t-shirt,clothing,1,614.0,0,0.0,0,614.0,11/17/2024,10:08:11,paypal,completed,11,2024
GQNX72F6OALS,gialiam@outlook.com,bobby pins,beauty_products,5,66.45,10,33.22,0,299.01,11/20/2024,23:36:49,paypal,completed,11,2024
T8UA91LC14EY,jaysaintnate@yahoo.com,webcam,electronics,1,2157.31,0,0.0,0,2157.31,11/20/2024,04:16:22,stripe,completed,11,2024
Y94SN8I9UCM0,jaysaintnate@yahoo.com,parka,clothing,1,371.24,25,92.81,0,278.43,11/30/2024,07:23:57,paypal,completed,11,2024
1VMN2FW2XNRN,jaysaintnate@yahoo.com,running shoes,footwear,4,186.1,20,148.88,0,595.53,11/23/2024,12:22:02,stripe,completed,11,2024
4R3ZO13UJKJ7,jaysaintnate@yahoo.com,dining table accessories,furniture,1,2062.23,10,206.22,0,1856.01,11/21/2024,14:18:16,credit_card,completed,11,2024
78OFYU09EQK0,gabesaintkyle@yahoo.com,pet toothpaste,pet_supplies,2,147.84,20,59.14,0,236.55,11/20/2024,08:58:29,paypal,completed,11,2024
5QBN6KNKAPEV,gabesaintkyle@yahoo.com,shoe organizer,footwear,1,294.76,0,0.0,0,294.76,11/30/2024,13:34:44,credit_card,completed,11,2024
FPDJT8GE65NX,gabesaintkyle@yahoo.com,shoe polish,footwear,1,338.82,0,0.0,0,338.82,11/09/2024,20:45:06,credit_card,completed,11,2024
X03W695R361C,gabesaintkyle@yahoo.com,comic book,books,4,98.86,0,0.0,0,395.43,11/02/2024,23:20:08,paypal,completed,11,2024
OKDMFN4W1VUN,gabesaintkyle@yahoo.com,cast iron skillet,kitchenware,1,98.43,0,0.0,0,98.43,11/26/2024,00:33:20,credit_card,completed,11,2024
LXOUTA10BGVS,gabesaintkyle@yahoo.com,t-shirt,clothing,1,605.53,0,0.0,0,605.53,11/25/2024,13:16:03,paypal,completed,11,2024
C5S7E1CAOWZ4,gabesaintkyle@yahoo.com,dress shirt,clothing,1,589.06,20,117.81,0,471.25,11/09/2024,12:03:48,credit_card,completed,11,2024
VKNKJC87SN7J,tiaola@gmail.com,gaming chair cushions,furniture,1,1912.8,0,0.0,0,1912.8,11/13/2024,16:39:07,credit_card,completed,11,2024
D9W2W62ZW9L9,tiaola@gmail.com,yoga blocks,sports_equipment,1,1977.74,0,0.0,0,1977.74,11/08/2024,08:44:40,stripe,completed,11,2024
Q4ZPIBZYMOR8,tiaola@gmail.com,toaster oven,kitchenware,5,720.47,20,720.47,0,2881.87,11/30/2024,17:04:11,paypal,completed,11,2024
8M6ZMD0LJD80,tiaola@gmail.com,gaming keyboard,electronics,2,3301.78,0,0.0,0,6603.57,11/10/2024,22:40:41,stripe,completed,11,2024
S831AOKN8M99,xiaalex@hotmail.com,office chair cushions,furniture,1,717.79,0,0.0,0,717.79,11/12/2024,10:36:15,credit_card,completed,11,2024
H4NWMCV7JYVO,zedstrita@yahoo.com,arch support,footwear,1,642.24,25,160.56,0,481.68,11/09/2024,17:12:33,paypal,completed,11,2024
9HFXYLXHEX07,zedstrita@yahoo.com,remote control car,toys,1,257.59,0,0.0,0,257.59,11/02/2024,14:01:02,credit_card,completed,11,2024
M5KL5L05SUOH,ulasaintcal@protonmail.com,hair straightener,beauty_products,1,45.3,25,11.33,12.87,46.85,11/12/2024,08:16:29,paypal,completed,11,2024
7UGIO8Z3I0IE,ulasaintcal@protonmail.com,curling iron,beauty_products,1,28.84,0,0.0,11.83,40.67,11/26/2024,06:23:48,paypal,completed,11,2024
SYDY9JWFV4N9,ulasaintcal@protonmail.com,shaving kit,beauty_products,1,92.07,0,0.0,0,92.07,11/05/2024,10:00:44,credit_card,completed,11,2024
F34GMH8DZ5Z4,timaluma@outlook.com,shoe polish,footwear,1,344.1,25,86.03,0,258.08,11/20/2024,12:20:26,credit_card,completed,11,2024
5J8GT4LMVO40,timaluma@outlook.com,slow cooker parts,home_appliances,1,1220.73,0,0.0,0,1220.73,11/15/2024,01:47:03,stripe,completed,11,2024
FX5A44HHDO2I,jadefay@gmail.com,foam roller,sports_equipment,1,1519.47,0,0.0,0,1519.47,11/13/2024,00:06:38,paypal,completed,11,2024
HJ9GL94RJFWP,hankvanike@outlook.com,sports towel,sports_equipment,1,1456.05,0,0.0,0,1456.05,11/26/2024,18:32:00,credit_card,completed,11,2024
DL62OXA5G8OA,jaymacemma@gmail.com,non-stick cookware,kitchenware,1,381.68,0,0.0,0,381.68,11/13/2024,11:50:09,stripe,completed,11,2024
UR1FGEMHZPSO,jaymacemma@gmail.com,kitchen towels,kitchenware,4,266.53,10,106.61,0,959.5,11/24/2024,16:58:11,paypal,completed,11,2024
GHD53RKK2UJF,jaymacemma@gmail.com,romance novel,books,4,96.25,0,0.0,0,385.01,11/30/2024,09:14:34,paypal,completed,11,2024
WPS6K3ZLHK0Q,jaymacemma@gmail.com,underwear,clothing,1,306.33,0,0.0,0,306.33,11/11/2024,07:53:18,paypal,completed,11,2024
DPRHNDYYKTKE,jaymacemma@gmail.com,bookshelf organizers,books,1,41.13,15,6.17,0,34.96,11/10/2024,02:10:54,paypal,completed,11,2024
PUBEXYBRFJNU,emmazed@yahoo.com,monitor stand,electronics,2,1735.25,0,0.0,0,3470.5,11/10/2024,21:56:50,paypal,completed,11,2024
XZTYW0UHHGSA,emmazed@yahoo.com,eyelash curler,beauty_products,1,205.25,0,0.0,0,205.25,11/13/2024,01:16:29,stripe,completed,11,2024
XHU5Y2LUX2DA,emmazed@yahoo.com,coffee maker,home_appliances,1,3578.9,10,357.89,0,3221.01,11/16/2024,19:19:43,paypal,completed,11,2024
HKHQNPOVUFAJ,emmazed@yahoo.com,pet harness,pet_supplies,1,323.84,0,0.0,0,323.84,11/15/2024,00:23:00,paypal,completed,11,2024
F1FV017L9PAL,rexeljack@yahoo.com,trench coat,clothing,4,223.24,0,0.0,0,892.97,11/11/2024,15:08:25,credit_card,completed,11,2024
MQFPNGNW2QZA,rexeljack@yahoo.com,electric kettle,home_appliances,1,2738.47,0,0.0,0,2738.47,11/06/2024,07:09:48,stripe,completed,11,2024
FHJXXI4DZ6JJ,rexeljack@yahoo.com,shoe laces,footwear,1,244.71,0,0.0,0,244.71,11/06/2024,20:29:02,credit_card,completed,11,2024
K8N9HIR44YTX,rexeljack@yahoo.com,recliner,furniture,1,8678.03,0,0.0,0,8678.03,11/24/2024,11:46:24,credit_card,completed,11,2024
6TQX9MJVK2YD,rexeljack@yahoo.com,drone,electronics,1,5330.03,0,0.0,0,5330.03,11/23/2024,18:08:15,paypal,completed,11,2024
PJQT1S5EEGOI,rexeljack@yahoo.com,monitor stand,electronics,1,1737.26,0,0.0,0,1737.26,11/16/2024,02:07:19,paypal,completed,11,2024
JMOKI30N8P68,rexeljack@yahoo.com,shoe bags,footwear,1,459.4,20,91.88,0,367.52,11/14/2024,05:30:50,stripe,completed,11,2024
D3EQ4CZX9WWY,maxvanola@outlook.com,reading light,books,1,58.49,0,0.0,0,58.49,11/01/2024,23:58:25,credit_card,completed,11,2024
JFPAZPLIMQVQ,maxvanola@outlook.com,book display stand,books,1,82.6,0,0.0,0,82.6,11/03/2024,05:30:32,paypal,completed,11,2024
FGTOENZ2GT6A,ivydijade@hotmail.com,smartphone,electronics,1,354.45,0,0.0,0,354.45,11/18/2024,00:44:11,paypal,completed,11,2024
R27HK3369FGN,ivydijade@hotmail.com,educational toys,toys,1,83.11,0,0.0,0,83.11,11/16/2024,21:59:19,stripe,completed,11,2024
R9OPWD1TZB0P,ivydijade@hotmail.com,puzzle storage,toys,1,156.62,0,0.0,0,156.62,11/12/2024,23:02:06,paypal,completed,11,2024
UNYDELR15AYO,xanlepax@icloud.com,exercise ball,sports_equipment,3,2226.04,0,0.0,0,6678.13,11/28/2024,01:44:38,paypal,completed,11,2024
4G40QTQNZYVG,xanlepax@icloud.com,pet toothbrush,pet_supplies,5,82.57,20,82.57,0,330.28,11/24/2024,03:18:16,stripe,completed,11,2024
I2XCO266M4DG,emmaeldylan@yahoo.com,shoe storage,footwear,1,689.11,0,0.0,0,689.11,11/22/2024,12:42:02,paypal,completed,11,2024
N0KVWJW87717,charliebea@gmail.com,work boots,footwear,3,258.2,10,77.46,0,697.13,11/24/2024,23:04:56,stripe,completed,11,2024
M1X5J17I5EWZ,oliviaoxia@outlook.com,board game storage,toys,1,41.29,10,4.13,9.19,46.36,11/21/2024,23:34:30,stripe,completed,11,2024
I168XTV9BTYL,oliviaoxia@outlook.com,gaming chair,furniture,1,9058.63,0,0.0,0,9058.63,11/15/2024,10:36:05,paypal,completed,11,2024
GSDPQTAO5Z3I,oliviaoxia@outlook.com,sofa,furniture,4,9920.03,20,7936.02,0,31744.09,11/25/2024,04:54:32,paypal,completed,11,2024
J9WQRXMMVXS3,timvonwes@outlook.com,vacuum cleaner accessories,home_appliances,3,1494.03,0,0.0,0,4482.08,11/24/2024,14:40:54,credit_card,completed,11,2024
9F2E0RH83ECY,timvonwes@outlook.com,pilates reformer,sports_equipment,1,4495.44,10,449.54,0,4045.9,11/24/2024,23:49:32,stripe,completed,11,2024
PZPH24N4P72W,timvonwes@outlook.com,dollhouse,toys,1,262.23,0,0.0,0,262.23,11/17/2024,01:25:56,paypal,completed,11,2024
AAHWS7JKWV6T,paxallia@gmail.com,action figures,toys,1,237.16,0,0.0,0,237.16,11/11/2024,01:49:50,stripe,completed,11,2024
EC0XX5SHAGGB,paxallia@gmail.com,pet food dispenser,pet_supplies,1,198.66,0,0.0,0,198.66,11/03/2024,18:27:56,stripe,completed,11,2024
PKBNKSZUQN6D,paxallia@gmail.com,biography,books,1,92.17,0,0.0,0,92.17,11/16/2024,18:21:21,credit_card,completed,11,2024
BDPKKXE8TRE0,paxallia@gmail.com,dining table,furniture,3,7472.48,0,0.0,0,22417.43,11/05/2024,03:36:06,paypal,completed,11,2024
T53I7JTGTMKY,paxallia@gmail.com,swimwear,clothing,1,237.15,0,0.0,0,237.15,11/12/2024,07:15:05,stripe,completed,11,2024
MMHEUXUUYA38,paxallia@gmail.com,non-stick cookware,kitchenware,2,381.55,20,152.62,0,610.49,11/01/2024,18:01:25,paypal,completed,11,2024
XM1OU7K4E6J0,udolemila@gmail.com,hockey stick,sports_equipment,1,3983.41,0,0.0,0,3983.41,11/26/2024,07:49:49,credit_card,completed,11,2024
K00IGLO7R5EQ,udolemila@gmail.com,pet carrier,pet_supplies,1,171.82,20,34.36,0,137.46,11/23/2024,16:43:34,paypal,completed,11,2024
Y4JAI94V46OM,udolemila@gmail.com,camera,electronics,1,243.02,0,0.0,0,243.02,11/06/2024,09:19:14,credit_card,completed,11,2024
WDTRNTIENXTV,udosteli@outlook.com,VR headset accessories,electronics,2,1608.91,0,0.0,0,3217.82,11/21/2024,07:52:32,paypal,completed,11,2024
DRC0DW1XV0JY,udosteli@outlook.com,casual shoes,footwear,1,98.61,0,0.0,0,98.61,11/30/2024,00:45:15,stripe,completed,11,2024
O4KK3UGJL1KD,udosteli@outlook.com,bookshelf organizers,books,3,41.2,0,0.0,0,123.59,11/27/2024,09:21:38,paypal,completed,11,2024
82KQBL2R4DT5,owenabe@yahoo.com,exercise resistance bands,sports_equipment,1,887.29,0,0.0,0,887.29,11/18/2024,09:04:46,paypal,completed,11,2024
MM7M92Q0S1EV,vicdewan@gmail.com,toaster,home_appliances,1,4406.8,0,0.0,0,4406.8,11/28/2024,19:01:13,stripe,completed,11,2024
ZOME50DM19T0,vicdewan@gmail.com,biography,books,1,92.25,25,23.06,0,69.18,11/09/2024,21:59:37,paypal,completed,11,2024
ZDBKR24B9U7Y,vicdewan@gmail.com,monitor stand,electronics,3,1733.25,0,0.0,0,5199.76,11/13/2024,22:43:48,paypal,completed,11,2024
BKT6HQ3PDLAE,zackletroy@yahoo.com,bookshelf,furniture,1,9165.86,0,0.0,0,9165.86,11/23/2024,16:32:44,credit_card,completed,11,2024
CB6Z5HEGDDQ7,charlierita@yahoo.com,yoga mat,sports_equipment,1,2480.28,0,0.0,0,2480.28,11/14/2024,09:23:04,stripe,completed,11,2024
WAM2JCDOMQ31,tiavannedson@hotmail.com,refrigerator,home_appliances,1,2948.74,15,442.31,0,2506.43,11/21/2024,15:25:19,stripe,completed,11,2024
9EF6S72UVKMN,calhank@icloud.com,food processor,home_appliances,1,1389.06,0,0.0,0,1389.06,11/23/2024,15:58:40,credit_card,completed,11,2024
OCV71CMX1HKM,calhank@icloud.com,bicycle,sports_equipment,1,615.37,0,0.0,0,615.37,11/17/2024,21:09:38,paypal,completed,11,2024
T66EDXJLH2XW,calhank@icloud.com,heel grips,footwear,1,204.52,0,0.0,0,204.52,11/29/2024,08:09:59,credit_card,completed,11,2024
K9LX0ISCBD5A,calhank@icloud.com,food processor,kitchenware,1,838.69,0,0.0,0,838.69,11/04/2024,04:51:49,credit_card,completed,11,2024
CCB39MN0RNXP,calhank@icloud.com,bluetooth speaker,electronics,1,7774.29,0,0.0,0,7774.29,11/13/2024,20:34:20,credit_card,completed,11,2024
